case_study_version,source_artifact,source_sha256,model_name,feature_set,asset_balanced_primary_median_pr_auc,raw_row_primary_median_pr_auc,raw_minus_asset_primary_median_pr_auc,asset_balanced_combined_pr_auc,raw_row_combined_pr_auc,raw_minus_asset_combined_pr_auc,asset_balanced_top_1_precision,raw_row_top_1_precision,raw_minus_asset_top_1_precision,dependency_status,interpretation
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,dummy_prior,smart_only_conservative,0.0011165594353176,0.0011165594353176,0.0,0.0011165594353176,0.0011165594353176,0.0,0.0,0.0,0.0,mixed_or_small_gap,Daily origins from the same asset are dependent; raw-row gains can reflect long-lived asset dominance.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,dummy_prior,smart_plus_safe_operational_metadata,0.0011165594353176,0.0011165594353176,0.0,0.0011165594353176,0.0011165594353176,0.0,0.0,0.0,0.0,mixed_or_small_gap,Daily origins from the same asset are dependent; raw-row gains can reflect long-lived asset dominance.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,hist_gradient_boosting,smart_only_conservative,0.0574150320180386,0.0703304026498085,0.012915370631769896,0.0690900673445404,0.0703304026498085,0.0012403353052680977,0.0671350507416081,0.0749414519906323,0.0078064012490242085,mixed_or_small_gap,Daily origins from the same asset are dependent; raw-row gains can reflect long-lived asset dominance.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,hist_gradient_boosting,smart_plus_safe_operational_metadata,0.0569606273680721,0.0671250003934965,0.010164373025424403,0.0631268806571438,0.0671250003934965,0.003998119736352709,0.0647931303669008,0.0733801717408274,0.008587041373926588,mixed_or_small_gap,Daily origins from the same asset are dependent; raw-row gains can reflect long-lived asset dominance.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,logistic_regression,smart_only_conservative,0.0572688483373335,0.0611988472388634,0.003929998901529903,0.0673660485715363,0.0714728113904991,0.0041067628189628,0.0647931303669008,0.0647931303669008,0.0,mixed_or_small_gap,Daily origins from the same asset are dependent; raw-row gains can reflect long-lived asset dominance.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,logistic_regression,smart_plus_safe_operational_metadata,0.0505239845866076,0.0544805788686747,0.0039565942820671066,0.0635715030627218,0.0677437108917752,0.004172207829053393,0.0593286494925839,0.0608899297423887,0.0015612802498048,mixed_or_small_gap,Daily origins from the same asset are dependent; raw-row gains can reflect long-lived asset dominance.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,random_forest,smart_only_conservative,0.0760378860358868,0.0730818740221275,-0.002956012013759307,0.0760378860358868,0.1119270441967915,0.0358891581609047,0.0593286494925839,0.0593286494925839,0.0,raw_row_higher_repeated_origin_risk,Daily origins from the same asset are dependent; raw-row gains can reflect long-lived asset dominance.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,random_forest,smart_plus_safe_operational_metadata,0.0853693671368881,0.0998156761699158,0.014446309033027696,0.0853693671368881,0.1016871772890061,0.016317810152118,0.0702576112412178,0.0640124902419984,-0.0062451209992193946,mixed_or_small_gap,Daily origins from the same asset are dependent; raw-row gains can reflect long-lived asset dominance.
