dataset_id,total_assets,min_observations_per_asset,median_observations_per_asset,max_observations_per_asset,single_observation_asset_count,multi_observation_asset_count,duplicate_asset_date_count,inconsistent_model_asset_count,inconsistent_capacity_asset_count,trajectory_observation_count_p05,trajectory_observation_count_p25,trajectory_observation_count_p50,trajectory_observation_count_p75,trajectory_observation_count_p95,active_date_span_days_p05,active_date_span_days_p25,active_date_span_days_p50,active_date_span_days_p75,active_date_span_days_p95
backblaze_drive_stats,29072,1,210.0,266,14,29058,0,0,0,34.0,160.0,210.0,210.0,210.0,35.0,219.0,266.0,266.0,266.0
