case_study_version,source_artifact,source_sha256,split_id,split_type,validation_type,claim_scope,feature_set,weighting_policy,model_name,model_type,train_rows,validation_rows,test_rows,train_assets,validation_assets,test_assets,train_positives,validation_positives,test_positives,train_positive_assets,test_positive_assets,train_date_start,train_date_end,test_date_start,test_date_end,asset_overlap_count,temporal_overlap,sample_overlap_count,leakage_status,feasibility_status,primary_evidence,training_subsample_status,fit_train_rows,fit_train_assets,fit_train_positives,test_set_subsampled,threshold,true_negative,false_positive,false_negative,true_positive,balanced_accuracy,mcc,f1,precision,recall,specificity,negative_predictive_value,accuracy,predicted_positive_rate,threshold_selection_policy,threshold_selected_using_test_labels,status
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,random_forest,random_forest,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,subsampled_training,120000,26221,4057,False,0.5,601528,37908,135,605,0.8791420369944256,0.10835925462298689,0.030825669375589126,0.015708981382909666,0.8175675675675675,0.9407165064212838,0.9997756219012969,0.940574154607483,0.0601600184949139,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,subsampled_training,200000,27131,4057,False,0.5,584638,54798,102,638,0.8882323831660435,0.09381208972239297,0.022714326402734263,0.01150876686629627,0.8621621621621621,0.9143026041699247,0.999825563498307,0.9142423333583265,0.08659493639249206,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,not_subsampled,3429778,22757,4018,False,0.5,0,127929,0,143,0.5,,0.0022306282416253943,0.0011165594353176338,1.0,0.0,,0.0011165594353176338,1.0,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,250000,22324,4018,False,0.5,106436,21493,40,103,0.776136233128002,0.04925988458381053,0.009476056856341139,0.00476940174106316,0.7202797202797203,0.8319927459762837,0.9996243284871709,0.8318680117433943,0.16862389905678057,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,120000,21596,4018,False,0.5,123449,4480,26,117,0.891581196672302,0.14059749302493105,0.049367088607594936,0.025451381335653687,0.8181818181818182,0.9649805751627856,0.9997894310589188,0.9648166656255857,0.03589387219688925,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,200000,22166,4018,False,0.5,116527,11402,15,128,0.902988666079912,0.0940414814049466,0.021930951769039666,0.011101474414570685,0.8951048951048951,0.9108724370549289,0.9998712910367078,0.9108548316571928,0.09002748453994629,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,raw_row,dummy_prior,dummy_prior,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,not_subsampled,3429778,22757,4018,False,0.5,0,127929,0,143,0.5,,0.0022306282416253943,0.0011165594353176338,1.0,0.0,,0.0011165594353176338,1.0,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,raw_row,logistic_regression,logistic_regression,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,250000,22324,4018,False,0.5,94040,33889,30,113,0.762652519177623,0.03972704698579219,0.006618831454092839,0.0033233339215340274,0.7902097902097902,0.7350952481454557,0.999681088551079,0.7351567868074208,0.2654912861515398,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,raw_row,random_forest,random_forest,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,120000,21596,4018,False,0.5,120361,7568,15,128,0.9179735405024432,0.11747050165701912,0.032657226687077434,0.016632016632016633,0.8951048951048951,0.9408421858999914,0.9998753904432778,0.9407911174964083,0.06009119870073084,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,raw_row,hist_gradient_boosting,hist_gradient_boosting,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,200000,22166,4018,False,0.5,114517,13412,16,127,0.8916362425027388,0.0850759445891682,0.018564537348340886,0.00938030873772066,0.8881118881118881,0.8951605968935894,0.9998603022709612,0.8951527265912924,0.10571397338996814,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,dummy_prior,dummy_prior,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,not_subsampled,3429778,22757,4018,False,0.5,0,127929,0,143,0.5,,0.0022306282416253943,0.0011165594353176338,1.0,0.0,,0.0011165594353176338,1.0,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,logistic_regression,logistic_regression,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,250000,22324,4018,False,0.5,121316,6613,48,95,0.8063214642606337,0.09183716706348134,0.02773317763830098,0.014162194394752534,0.6643356643356644,0.948307264185603,0.9996044955670544,0.9479901930164283,0.052376788056718096,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,random_forest,random_forest,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,120000,21596,4018,False,0.5,123861,4068,23,120,0.9036809753574522,0.15160371831681366,0.055414453936735164,0.02865329512893983,0.8391608391608392,0.9682011115540652,0.9998143424493882,0.9680570304203885,0.03270035604972203,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,200000,22166,4018,False,0.5,119854,8075,18,125,0.9055024621119877,0.1106395015555379,0.029965240321227375,0.01524390243902439,0.8741258741258742,0.9368790500981012,0.9998498398291511,0.9368089824473733,0.06402648510213005,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,dummy_prior,dummy_prior,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,not_subsampled,3429778,22757,4018,False,0.5,0,127929,0,143,0.5,,0.0022306282416253943,0.0011165594353176338,1.0,0.0,,0.0011165594353176338,1.0,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,logistic_regression,logistic_regression,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,250000,22324,4018,False,0.5,106678,21251,27,116,0.8225366157265883,0.05778264018376299,0.010785681078568109,0.005428932465952169,0.8111888111888111,0.8338844202643654,0.9997469659341174,0.8338590792679118,0.16683584233868448,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,random_forest,random_forest,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,120000,21596,4018,False,0.5,121514,6415,22,121,0.8980044219239398,0.1207986061174416,0.036232969007336434,0.018512851897184823,0.8461538461538461,0.9498549976940334,0.9998189836756187,0.9497392091948279,0.051033793491161224,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,subsampled_training,200000,22166,4018,False,0.5,117609,10320,21,122,0.8862385533234207,0.09427298222549076,0.023051487954652807,0.011683585520015322,0.8531468531468531,0.9193302534999883,0.9998214741137464,0.9192563557998625,0.08153226310200512,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,not_subsampled,3913985,29054,3838,False,0.5,0,977538,0,959,0.5,,0.0019582298745426034,0.0009800745428958904,1.0,0.0,,0.0009800745428958904,1.0,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,250000,27979,3838,False,0.5,861867,115671,378,581,0.7437552561101924,0.04714596765352709,0.00991374529694312,0.00499776347933799,0.6058394160583942,0.8816710961619907,0.9995616095193361,0.8814007605541969,0.1188067004804307,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_only_conservative,asset_balanced,random_forest,random_forest,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,120000,26832,3838,False,0.5,951235,26303,231,728,0.8661083468549389,0.13979384845512619,0.05201857806359414,0.026932040989974475,0.7591240875912408,0.9730926061186368,0.9997572167581396,0.972882901020647,0.027625020822751627,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_only_conservative,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,200000,27748,3838,False,0.5,908751,68787,212,747,0.8542843975560479,0.0862951605529466,0.021193593690153636,0.010742945896971267,0.7789363920750783,0.9296324030370174,0.9997667671841428,0.9294847097129577,0.07106204720096229,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_only_conservative,raw_row,dummy_prior,dummy_prior,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,not_subsampled,3913985,29054,3838,False,0.5,977538,0,959,0,0.5,,,,0.0,1.0,0.9990199254571042,0.9990199254571042,0.0,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_only_conservative,raw_row,logistic_regression,logistic_regression,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,250000,27979,3838,False,0.5,803194,174344,332,627,0.737727974010834,0.038824279861882326,0.00712783493434889,0.0035834509718753395,0.6538060479666319,0.8216499000550362,0.9995868210860632,0.8214854005684228,0.17881608221588824,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_only_conservative,raw_row,random_forest,random_forest,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,120000,26832,3838,False,0.5,933910,43628,207,752,0.8697598331725125,0.11120685759935466,0.033172324047729324,0.01694456962595764,0.7841501564129302,0.9553695099320947,0.9997784003502773,0.9552017022024595,0.04535527446686091,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_only_conservative,raw_row,hist_gradient_boosting,hist_gradient_boosting,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,200000,27748,3838,False,0.5,890872,86666,214,745,0.8440967316518487,0.07549945500025136,0.01686092565350232,0.008522954776858748,0.7768508863399375,0.91134257696376,0.9997598436065654,0.9112107650815485,0.08933190393021133,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_plus_safe_operational_metadata,asset_balanced,dummy_prior,dummy_prior,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,not_subsampled,3913985,29054,3838,False,0.5,0,977538,0,959,0.5,,0.0019582298745426034,0.0009800745428958904,1.0,0.0,,0.0009800745428958904,1.0,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_plus_safe_operational_metadata,asset_balanced,logistic_regression,logistic_regression,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,250000,27979,3838,False,0.5,808167,169371,267,692,0.7741610773392142,0.04527773763377499,0.008092526107752218,0.004069080282013136,0.721584984358707,0.8267371703197216,0.9996697318519508,0.8266341133391314,0.17380022626538458,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_plus_safe_operational_metadata,asset_balanced,random_forest,random_forest,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,120000,26832,3838,False,0.5,947307,30231,234,725,0.8625350884967078,0.12962379912302316,0.0454331818893937,0.023420338545031658,0.7559958289885297,0.9690743480048858,0.9997530449869716,0.9688655151727599,0.03163627481739852,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_plus_safe_operational_metadata,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,200000,27748,3838,False,0.5,913511,64027,213,746,0.8561977090832422,0.08965875900567749,0.022698229173005537,0.011517144489216185,0.7778936392075079,0.9345017789589766,0.9997668880318346,0.9343482913079958,0.06619642165484411,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_plus_safe_operational_metadata,raw_row,dummy_prior,dummy_prior,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,not_subsampled,3913985,29054,3838,False,0.5,977538,0,959,0,0.5,,,,0.0,1.0,0.9990199254571042,0.9990199254571042,0.0,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_plus_safe_operational_metadata,raw_row,logistic_regression,logistic_regression,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,250000,27979,3838,False,0.5,823632,153906,252,707,0.7898919022738384,0.04973775398109874,0.009089039158717506,0.004572707340262462,0.7372262773722628,0.8425575271754141,0.9996941316981517,0.8424542946989106,0.15801070417180635,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_plus_safe_operational_metadata,raw_row,random_forest,random_forest,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,120000,26832,3838,False,0.5,937244,40294,214,745,0.8678155026868366,0.11483171708913628,0.03547787989904281,0.018153463778357172,0.7768508863399375,0.9587801190337357,0.9997717231065285,0.958601814824164,0.041940854187595876,fixed_default_0_5,False,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,subsampled_training,200000,27748,3838,False,0.5,897533,80005,216,743,0.8464610074624475,0.0787983521247367,0.018186936247812306,0.009201466290186753,0.7747653806047967,0.9181566343200981,0.9997593982282353,0.9180161002026578,0.08252248090694198,fixed_default_0_5,False,valid
