case_study_version,source_artifact,source_sha256,model_name,temporal_median_pr_auc,temporal_min_pr_auc,temporal_max_pr_auc,temporal_iqr_pr_auc,final_holdout_pr_auc,random_reference_pr_auc,dummy_temporal_pr_auc,prevalence_baseline,temporal_lift_over_prevalence,final_lift_over_prevalence,random_temporal_gap,threshold_recall,threshold_precision,threshold_mcc,brier_score,fold_count,supported_fold_count,convergence_status,eligibility_status,representative_model_selected,rejection_reasons
v1.4.5,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,dummy_prior,0.054140127388535,0.0350318471337579,0.0723404255319148,0.025472619604810648,0.054140127388535,0.0668789808917197,0.054140127388535,0.06636885768985322,-0.01222873030131822,-0.01222873030131822,0.0127388535031847,0.0,,,0.0514428569566437,7,7,valid,descriptive_only,False,baseline_model_not_candidate
v1.4.5,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,hist_gradient_boosting_balanced,0.0724865683799324,0.055600599490807,0.1188159991255665,0.005013627276499094,0.0763148362734285,0.1599099376842593,0.054140127388535,0.06636885768985322,0.006117710690079187,0.00994597858357528,0.0874233693043268,0.0,0.0,-0.0242371075938353,0.1147788981264768,7,7,valid,diagnostic_only,False,temporal_pr_auc_lift_over_prevalence_too_small; final_holdout_lift_over_prevalence_too_small; random_temporal_gap_too_large; threshold_recall_too_low; threshold_precision_too_low
v1.4.5,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,logistic_regression_balanced,0.0684554640109104,0.0270665252895117,0.1569818147178276,0.0755197106227537,0.1569818147178276,0.1218441042273276,0.054140127388535,0.06636885768985322,0.0020866063210571856,0.09061295702797438,0.0533886402164171,0.1764705882352941,0.0454545454545454,-0.028256629848308,0.1277510613157373,7,7,valid,diagnostic_only,False,temporal_pr_auc_lift_over_prevalence_too_small; not_enough_temporal_folds_above_dummy; random_temporal_gap_too_large; threshold_recall_too_low; threshold_precision_too_low
v1.4.5,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,random_forest_balanced,0.0513687050363223,0.0494043660794728,0.2549055895470163,0.020291150678848048,0.0513687050363223,0.1488701181386166,0.054140127388535,0.06636885768985322,-0.01500015265353092,-0.01500015265353092,0.0975014131022942,0.0,,,0.0532819156537843,7,7,valid,diagnostic_only,False,temporal_pr_auc_lift_over_prevalence_too_small; final_holdout_lift_over_prevalence_too_small; not_enough_temporal_folds_above_dummy; random_temporal_gap_too_large; threshold_recall_too_low; threshold_precision_too_low
