zip_file,internal_csv_path,file_name,schema_fingerprint,raw_column_name,normalized_column_name,column_position,sample_inferred_dtype,sample_non_null_count,sample_null_count,sample_values,unit_candidate,mapping_candidate,mapping_confidence,mapping_note
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,schema_d2669a99bc63,Test_Time (s),test_time_s,4,float64,50,0,"[""14720.415"", ""33864.574"", ""52881.023"", ""71801.89"", ""79732.992""]",s,elapsed_time,high,explicit elapsed/test time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,schema_d2669a99bc63,Min_Current (A),min_current_a,5,float64,50,0,"[""-1.4"", ""-1.401"", ""-2.801"", ""-4.2""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,schema_d2669a99bc63,Max_Current (A),max_current_a,6,float64,50,0,"[""1.352"", ""0.0"", ""1.402"", ""2.8"", ""1.351""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,schema_d2669a99bc63,Min_Voltage (V),min_voltage_v,7,float64,50,0,"[""2.799"", ""3.175"", ""3.092"", ""3.082"", ""3.026""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,schema_d2669a99bc63,Max_Voltage (V),max_voltage_v,8,float64,50,0,"[""4.35"", ""4.351"", ""4.239"", ""4.3"", ""4.302""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,schema_d2669a99bc63,Charge_Capacity (Ah),charge_capacity_ah,9,float64,50,0,"[""2.873"", ""2.854"", ""2.845"", ""2.84"", ""0.0""]",Ah,charge_capacity,high,explicit charge capacity column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,schema_d2669a99bc63,Discharge_Capacity (Ah),discharge_capacity_ah,10,float64,50,0,"[""1.009"", ""2.864"", ""2.856"", ""2.852"", ""2.848""]",Ah,discharge_capacity,high,explicit discharge capacity column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,schema_d2669a99bc63,Charge_Energy (Wh),charge_energy_wh,11,float64,50,0,"[""11.609"", ""11.501"", ""11.461"", ""11.438"", ""0.0""]",Wh,charge_energy,high,explicit charge energy column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_n_cycle_data.csv,schema_d2669a99bc63,Discharge_Energy (Wh),discharge_energy_wh,12,float64,50,0,"[""3.529"", ""10.685"", ""10.67"", ""10.661"", ""10.649""]",Wh,discharge_energy,high,explicit discharge energy column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Cycle_Index,cycle_index,1,float64,50,0,"[""1.0"", ""2.0"", ""3.0"", ""4.0"", ""5.0""]",unknown,cycle_index,high,explicit cycle index/name
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Start_Time,start_time,2,str,50,0,"[""2013-05-25 12:00:12"", ""2013-05-25 16:04:43"", ""2013-05-25 21:22:53"", ""2013-05-26 02:38:56"", ""2013-05-26 07:54:18""]",unknown,date_or_timestamp,high,explicit date/time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,End_Time,end_time,3,str,50,0,"[""2013-05-25 16:04:35"", ""2013-05-25 21:22:46"", ""2013-05-26 02:38:48"", ""2013-05-26 07:54:11"", ""2013-05-26 10:06:25""]",unknown,date_or_timestamp,high,explicit date/time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Test_Time (s),test_time_s,4,float64,50,0,"[""14664.831"", ""33755.39"", ""52722.781"", ""71645.179"", ""79579.804""]",s,elapsed_time,high,explicit elapsed/test time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Min_Current (A),min_current_a,5,float64,50,0,"[""-1.4"", ""-2.799"", ""-4.199""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Max_Current (A),max_current_a,6,float64,50,0,"[""1.351"", ""0.0"", ""1.401"", ""2.802""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Min_Voltage (V),min_voltage_v,7,float64,50,0,"[""2.817"", ""2.81"", ""2.807"", ""2.803"", ""2.799""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Max_Voltage (V),max_voltage_v,8,float64,50,0,"[""4.353"", ""4.354"", ""4.244"", ""4.3"", ""4.299""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Charge_Capacity (Ah),charge_capacity_ah,9,float64,50,0,"[""2.878"", ""2.857"", ""2.844"", ""2.839"", ""0.0""]",Ah,charge_capacity,high,explicit charge capacity column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Discharge_Capacity (Ah),discharge_capacity_ah,10,float64,50,0,"[""1.006"", ""2.865"", ""2.853"", ""2.854"", ""2.851""]",Ah,discharge_capacity,high,explicit discharge capacity column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Charge_Energy (Wh),charge_energy_wh,11,float64,50,0,"[""11.619"", ""11.504"", ""11.449"", ""11.43"", ""0.0""]",Wh,charge_energy,high,explicit charge energy column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_o_cycle_data.csv,schema_d2669a99bc63,Discharge_Energy (Wh),discharge_energy_wh,12,float64,50,0,"[""3.522"", ""10.698"", ""10.67"", ""10.677"", ""10.672""]",Wh,discharge_energy,high,explicit discharge energy column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Cycle_Index,cycle_index,1,float64,50,0,"[""1.0"", ""2.0"", ""3.0"", ""4.0"", ""5.0""]",unknown,cycle_index,high,explicit cycle index/name
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Start_Time,start_time,2,str,50,0,"[""2013-05-25 12:00:12"", ""2013-05-25 16:09:27"", ""2013-05-25 21:31:57"", ""2013-05-26 02:51:31"", ""2013-05-26 08:10:17""]",unknown,date_or_timestamp,high,explicit date/time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,End_Time,end_time,3,str,50,0,"[""2013-05-25 16:09:20"", ""2013-05-25 21:31:49"", ""2013-05-26 02:51:23"", ""2013-05-26 08:10:09"", ""2013-05-26 10:22:11""]",unknown,date_or_timestamp,high,explicit date/time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Test_Time (s),test_time_s,4,float64,50,0,"[""14949.342"", ""34303.488"", ""53477.789"", ""72603.804"", ""80524.898""]",s,elapsed_time,high,explicit elapsed/test time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Min_Current (A),min_current_a,5,float64,50,0,"[""-1.398"", ""-1.399"", ""-2.8"", ""-4.201""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Max_Current (A),max_current_a,6,float64,50,0,"[""1.353"", ""1.354"", ""0.0"", ""1.399"", ""1.398""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Min_Voltage (V),min_voltage_v,7,float64,50,0,"[""2.837"", ""2.833"", ""2.828"", ""2.814"", ""2.81""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Max_Voltage (V),max_voltage_v,8,float64,50,0,"[""4.353"", ""4.233"", ""4.3"", ""4.302"", ""4.301""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Charge_Capacity (Ah),charge_capacity_ah,9,float64,50,0,"[""2.889"", ""2.864"", ""2.852"", ""2.849"", ""0.0""]",Ah,charge_capacity,high,explicit charge capacity column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Discharge_Capacity (Ah),discharge_capacity_ah,10,float64,50,0,"[""1.035"", ""2.856"", ""2.848"", ""2.846"", ""2.843""]",Ah,discharge_capacity,high,explicit discharge capacity column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Charge_Energy (Wh),charge_energy_wh,11,float64,50,0,"[""11.687"", ""11.561"", ""11.51"", ""11.5"", ""0.0""]",Wh,charge_energy,high,explicit charge energy column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_p_cycle_data.csv,schema_d2669a99bc63,Discharge_Energy (Wh),discharge_energy_wh,12,float64,50,0,"[""3.616"", ""10.644"", ""10.626"", ""10.621"", ""10.613""]",Wh,discharge_energy,high,explicit discharge energy column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Cycle_Index,cycle_index,1,float64,50,0,"[""1.0"", ""2.0"", ""3.0"", ""4.0"", ""5.0""]",unknown,cycle_index,high,explicit cycle index/name
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Start_Time,start_time,2,str,50,0,"[""2013-05-25 12:00:12"", ""2013-05-25 16:05:52"", ""2013-05-25 21:25:27"", ""2013-05-26 02:43:06"", ""2013-05-26 07:59:23""]",unknown,date_or_timestamp,high,explicit date/time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,End_Time,end_time,3,str,50,0,"[""2013-05-25 16:05:44"", ""2013-05-25 21:25:20"", ""2013-05-26 02:42:59"", ""2013-05-26 07:59:15"", ""2013-05-26 10:11:35""]",unknown,date_or_timestamp,high,explicit date/time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Test_Time (s),test_time_s,4,float64,50,0,"[""14738.718"", ""33913.597"", ""52972.863"", ""71949.789"", ""79888.828""]",s,elapsed_time,high,explicit elapsed/test time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Min_Current (A),min_current_a,5,float64,50,0,"[""-1.399"", ""-1.401"", ""-2.805"", ""-4.204""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Max_Current (A),max_current_a,6,float64,50,0,"[""1.351"", ""0.0"", ""1.399"", ""2.796"", ""1.348""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Min_Voltage (V),min_voltage_v,7,float64,50,0,"[""2.837"", ""2.814"", ""2.807"", ""2.844"", ""2.811""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Max_Voltage (V),max_voltage_v,8,float64,50,0,"[""4.351"", ""4.352"", ""4.237"", ""4.3"", ""4.301""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Charge_Capacity (Ah),charge_capacity_ah,9,float64,50,0,"[""2.873"", ""2.853"", ""2.846"", ""2.838"", ""0.0""]",Ah,charge_capacity,high,explicit charge capacity column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Discharge_Capacity (Ah),discharge_capacity_ah,10,float64,50,0,"[""1.008"", ""2.865"", ""2.857"", ""2.852"", ""2.849""]",Ah,discharge_capacity,high,explicit discharge capacity column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Charge_Energy (Wh),charge_energy_wh,11,float64,50,0,"[""11.612"", ""11.502"", ""11.467"", ""11.436"", ""0.0""]",Wh,charge_energy,high,explicit charge energy column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_s_cycle_data.csv,schema_d2669a99bc63,Discharge_Energy (Wh),discharge_energy_wh,12,float64,50,0,"[""3.525"", ""10.685"", ""10.669"", ""10.658"", ""10.651""]",Wh,discharge_energy,high,explicit discharge energy column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Cycle_Index,cycle_index,1,float64,50,0,"[""1.0"", ""2.0"", ""3.0"", ""4.0"", ""5.0""]",unknown,cycle_index,high,explicit cycle index/name
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Start_Time,start_time,2,str,50,0,"[""2013-05-25 12:00:12"", ""2013-05-25 16:06:32"", ""2013-05-25 21:26:10"", ""2013-05-26 02:43:19"", ""2013-05-26 07:59:04""]",unknown,date_or_timestamp,high,explicit date/time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,End_Time,end_time,3,str,50,0,"[""2013-05-25 16:06:25"", ""2013-05-25 21:26:02"", ""2013-05-26 02:43:12"", ""2013-05-26 07:58:56"", ""2013-05-26 10:10:51""]",unknown,date_or_timestamp,high,explicit date/time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Test_Time (s),test_time_s,4,float64,50,0,"[""14779.071"", ""33956.445"", ""52986.078"", ""71930.781"", ""79844.898""]",s,elapsed_time,high,explicit elapsed/test time column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Min_Current (A),min_current_a,5,float64,50,0,"[""-1.399"", ""-4.198"", ""-1.4"", ""-1.401"", ""-2.802""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Max_Current (A),max_current_a,6,float64,50,0,"[""1.35"", ""0.0"", ""4.202"", ""1.397"", ""2.8""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Min_Voltage (V),min_voltage_v,7,float64,50,0,"[""2.814"", ""2.803"", ""2.816"", ""2.841"", ""2.81""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Max_Voltage (V),max_voltage_v,8,float64,50,0,"[""4.353"", ""4.245"", ""4.4"", ""4.335"", ""4.3""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Charge_Capacity (Ah),charge_capacity_ah,9,float64,50,0,"[""2.88"", ""2.857"", ""2.842"", ""2.843"", ""0.0""]",Ah,charge_capacity,high,explicit charge capacity column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Discharge_Capacity (Ah),discharge_capacity_ah,10,float64,50,0,"[""1.012"", ""2.858"", ""2.847"", ""2.844"", ""2.841""]",Ah,discharge_capacity,high,explicit discharge capacity column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Charge_Energy (Wh),charge_energy_wh,11,float64,50,0,"[""11.63"", ""11.508"", ""11.444"", ""0.0"", ""28.124""]",Wh,charge_energy,high,explicit charge energy column
HNEI.zip,HNEI/HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t_cycle_data.csv,schema_d2669a99bc63,Discharge_Energy (Wh),discharge_energy_wh,12,float64,50,0,"[""3.542"", ""10.675"", ""10.65"", ""10.647"", ""10.64""]",Wh,discharge_energy,high,explicit discharge energy column
Michigan Expansion.zip,Michigan Expansion/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Cycle_Index,cycle_index,1,float64,50,0,"[""1.0"", ""2.0"", ""3.0"", ""4.0"", ""5.0""]",unknown,cycle_index,high,explicit cycle index/name
Michigan Expansion.zip,Michigan Expansion/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Test_Time (s),test_time_s,2,float64,50,0,"[""71583.575"", ""107394.101"", ""143148.636"", ""178869.387"", ""214550.235""]",s,elapsed_time,high,explicit elapsed/test time column
Michigan Expansion.zip,Michigan Expansion/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Min_Current (A),min_current_a,3,float64,50,0,"[""-1.0"", ""-1.002"", ""-1.001"", ""-1.003"", ""-1.004""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
Michigan Expansion.zip,Michigan Expansion/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Max_Current (A),max_current_a,4,float64,50,0,"[""1.001"", ""1.002"", ""1.0"", ""1.007"", ""1.004""]",A,unknown,none,"observed electrical measurement, not a requested mapping target"
Michigan Expansion.zip,Michigan Expansion/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Min_Voltage (V),min_voltage_v,5,float64,50,0,"[""3.0""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
Michigan Expansion.zip,Michigan Expansion/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Max_Voltage (V),max_voltage_v,6,float64,50,0,"[""4.2""]",V,unknown,none,"observed electrical measurement, not a requested mapping target"
Michigan Expansion.zip,Michigan Expansion/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Charge_Capacity (Ah),charge_capacity_ah,7,float64,50,0,"[""4.898"", ""4.88"", ""4.884"", ""4.871"", ""4.86""]",Ah,charge_capacity,high,explicit charge capacity column
Michigan Expansion.zip,Michigan Expansion/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Discharge_Capacity (Ah),discharge_capacity_ah,8,float64,50,0,"[""4.873"", ""4.877"", ""4.868"", ""4.862"", ""4.858""]",Ah,discharge_capacity,high,explicit discharge capacity column
Michigan Expansion.zip,Michigan Expansion/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Charge_Energy (Wh),charge_energy_wh,9,float64,50,0,"[""18.499"", ""18.439"", ""18.442"", ""18.399"", ""18.395""]",Wh,charge_energy,high,explicit charge energy column
Michigan Expansion.zip,Michigan Expansion/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Discharge_Energy (Wh),discharge_energy_wh,10,float64,50,0,"[""18.122"", ""18.141"", ""18.107"", ""18.085"", ""18.071""]",Wh,discharge_energy,high,explicit discharge energy column
Michigan Expansion.zip,Michigan Expansion/MICH_02C_pouch_NMC_-5C_0-100_0.2-0.2C_cycle_data.csv,MICH_02C_pouch_NMC_-5C_0-100_0.2-0.2C_cycle_data.csv,schema_63d0cb98b657,Cycle_Index,cycle_index,1,float64,50,0,"[""1.0"", ""2.0"", ""3.0"", ""4.0"", ""5.0""]",unknown,cycle_index,high,explicit cycle index/name
