case_study_version,source_artifact,source_sha256,split_id,split_type,validation_type,model_name,model_type,train_rows,validation_rows,test_rows,train_failures,validation_failures,test_failures,train_time_start,train_time_end,validation_time_start,validation_time_end,test_time_start,test_time_end,temporal_overlap,sample_overlap_count,leakage_status,feasibility_status,primary_evidence,original_feature_count,retained_feature_count,removed_all_missing_count,removed_high_missing_count,removed_constant_count,near_constant_retained_count,true_negative,false_positive,false_negative,true_positive,balanced_accuracy,mcc,f1,precision,recall,specificity,negative_predictive_value,accuracy,threshold,threshold_policy,predicted_positive_rate,test_prevalence,average_precision,average_precision_status,roc_auc,roc_auc_status,brier_score,log_loss,log_loss_status,status,invalid_reason
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,expanding_train_future_test_70_15,expanding_train_future_test,primary_temporal,random_forest_balanced,random_forest,1096,0,235,78,0,17,2008-07-19 11:55:00,2008-09-26 02:26:00,,,2008-09-26 03:12:00,2008-10-05 18:59:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,218,0,17,0,0.5,,,,0.0,1.0,0.9276595744680851,0.9276595744680851,0.5,fixed_default_0_5,0.0,0.07234042553191489,0.06643743337033539,valid,0.4510253642741501,valid,0.06949892297571164,0.41336634443448256,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,expanding_train_future_test_70_15,expanding_train_future_test,primary_temporal,hist_gradient_boosting_balanced,hist_gradient_boosting,1096,0,235,78,0,17,2008-07-19 11:55:00,2008-09-26 02:26:00,,,2008-09-26 03:12:00,2008-10-05 18:59:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,213,5,17,0,0.48853211009174313,-0.041173453714569534,,0.0,0.0,0.9770642201834863,0.9260869565217391,0.9063829787234042,0.5,fixed_default_0_5,0.02127659574468085,0.07234042553191489,0.07011584961392643,valid,0.42458175930922826,valid,0.11477889812647687,0.402294634145213,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,final_holdout_period_80_20,final_holdout_period,primary_temporal,dummy_prior,dummy_prior,1253,0,314,87,0,17,2008-07-19 11:55:00,2008-10-02 19:25:00,,,2008-10-02 20:54:00,2008-10-17 06:07:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,297,0,17,0,0.5,,,,0.0,1.0,0.945859872611465,0.945859872611465,0.5,fixed_default_0_5,0.0,0.054140127388535034,0.054140127388535034,valid,0.5,valid,0.05144285695664376,0.21247829569375,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,final_holdout_period_80_20,final_holdout_period,primary_temporal,logistic_regression_balanced,logistic_regression,1253,0,314,87,0,17,2008-07-19 11:55:00,2008-10-02 19:25:00,,,2008-10-02 20:54:00,2008-10-17 06:07:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,281,16,14,3,0.5612992671816202,0.11635904688252087,0.16666666666666669,0.15789473684210525,0.17647058823529413,0.9461279461279462,0.9525423728813559,0.9044585987261147,0.5,fixed_default_0_5,0.06050955414012739,0.054140127388535034,0.1569818147178276,valid,0.7781738958209546,valid,0.08554663275265947,0.4622075077109871,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,final_holdout_period_80_20,final_holdout_period,primary_temporal,random_forest_balanced,random_forest,1253,0,314,87,0,17,2008-07-19 11:55:00,2008-10-02 19:25:00,,,2008-10-02 20:54:00,2008-10-17 06:07:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,297,0,17,0,0.5,,,,0.0,1.0,0.945859872611465,0.945859872611465,0.5,fixed_default_0_5,0.0,0.054140127388535034,0.051368705036322335,valid,0.42453951277480695,valid,0.05328191565378436,0.3279207604375254,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,final_holdout_period_80_20,final_holdout_period,primary_temporal,hist_gradient_boosting_balanced,hist_gradient_boosting,1253,0,314,87,0,17,2008-07-19 11:55:00,2008-10-02 19:25:00,,,2008-10-02 20:54:00,2008-10-17 06:07:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,290,7,16,1,0.5176272529213706,0.05063042934659186,0.07999999999999999,0.125,0.058823529411764705,0.9764309764309764,0.9477124183006536,0.9267515923566879,0.5,fixed_default_0_5,0.025477707006369428,0.054140127388535034,0.07631483627342858,valid,0.5141612200435731,valid,0.11801088402618548,0.41211951723188867,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_1,blocked_chronological_fold,primary_temporal,dummy_prior,dummy_prior,313,0,313,44,0,21,2008-07-19 11:55:00,2008-08-19 18:12:00,,,2008-08-19 18:30:00,2008-09-01 06:21:00,none,0,no_future_to_past,feasible,True,590,448,16,4,122,4,292,0,21,0,0.5,,,,0.0,1.0,0.9329073482428115,0.9329073482428115,0.5,fixed_default_0_5,0.0,0.0670926517571885,0.0670926517571885,valid,0.5,valid,0.0679908950790556,0.2729645159202795,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_1,blocked_chronological_fold,primary_temporal,logistic_regression_balanced,logistic_regression,313,0,313,44,0,21,2008-07-19 11:55:00,2008-08-19 18:12:00,,,2008-08-19 18:30:00,2008-09-01 06:21:00,none,0,no_future_to_past,feasible,True,590,448,16,4,122,4,193,99,15,6,0.47333659491193736,-0.028256629848308037,0.09523809523809522,0.05714285714285714,0.2857142857142857,0.660958904109589,0.9278846153846154,0.6357827476038339,0.5,fixed_default_0_5,0.3354632587859425,0.0670926517571885,0.0693395967675844,valid,0.4770058708414873,valid,0.2920602753207911,1.367180817712909,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_1,blocked_chronological_fold,primary_temporal,random_forest_balanced,random_forest,313,0,313,44,0,21,2008-07-19 11:55:00,2008-08-19 18:12:00,,,2008-08-19 18:30:00,2008-09-01 06:21:00,none,0,no_future_to_past,feasible,True,590,448,16,4,122,4,292,0,21,0,0.5,,,,0.0,1.0,0.9329073482428115,0.9329073482428115,0.5,fixed_default_0_5,0.0,0.0670926517571885,0.07491793910315594,valid,0.4636333985649054,valid,0.0782205272673996,0.3087071223440412,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_1,blocked_chronological_fold,primary_temporal,hist_gradient_boosting_balanced,hist_gradient_boosting,313,0,313,44,0,21,2008-07-19 11:55:00,2008-08-19 18:12:00,,,2008-08-19 18:30:00,2008-09-01 06:21:00,none,0,no_future_to_past,feasible,True,590,448,16,4,122,4,227,65,17,4,0.48393672537508153,-0.019388566230851452,0.08888888888888889,0.057971014492753624,0.19047619047619047,0.7773972602739726,0.930327868852459,0.7380191693290735,0.5,fixed_default_0_5,0.22044728434504793,0.0670926517571885,0.11881599912556653,valid,0.44308545335942595,valid,0.18178286534768923,0.5498861945435937,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_2,blocked_chronological_fold,primary_temporal,dummy_prior,dummy_prior,626,0,314,65,0,11,2008-07-19 11:55:00,2008-09-01 06:21:00,,,2008-09-01 06:52:00,2008-09-20 05:34:00,none,0,no_future_to_past,feasible,True,590,452,16,0,122,4,303,0,11,0,0.5,,,,0.0,1.0,0.964968152866242,0.964968152866242,0.5,fixed_default_0_5,0.0,0.03503184713375796,0.03503184713375796,valid,0.5,valid,0.0385383345947272,0.18513478402293612,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_2,blocked_chronological_fold,primary_temporal,logistic_regression_balanced,logistic_regression,626,0,314,65,0,11,2008-07-19 11:55:00,2008-09-01 06:21:00,,,2008-09-01 06:52:00,2008-09-20 05:34:00,none,0,no_future_to_past,feasible,True,590,452,16,0,122,4,198,105,6,5,0.554005400540054,0.04162683749957036,0.08264462809917356,0.045454545454545456,0.45454545454545453,0.6534653465346535,0.9705882352941176,0.6464968152866242,0.5,fixed_default_0_5,0.3503184713375796,0.03503184713375796,0.04821546495039297,valid,0.4755475547554755,valid,0.30957573154130286,1.8725301309071294,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_2,blocked_chronological_fold,primary_temporal,random_forest_balanced,random_forest,626,0,314,65,0,11,2008-07-19 11:55:00,2008-09-01 06:21:00,,,2008-09-01 06:52:00,2008-09-20 05:34:00,none,0,no_future_to_past,feasible,True,590,452,16,0,122,4,303,0,11,0,0.5,,,,0.0,1.0,0.964968152866242,0.964968152866242,0.5,fixed_default_0_5,0.0,0.03503184713375796,0.25490558954701636,valid,0.7608760876087609,valid,0.03653865944833041,0.17138863809387028,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_2,blocked_chronological_fold,primary_temporal,hist_gradient_boosting_balanced,hist_gradient_boosting,626,0,314,65,0,11,2008-07-19 11:55:00,2008-09-01 06:21:00,,,2008-09-01 06:52:00,2008-09-20 05:34:00,none,0,no_future_to_past,feasible,True,590,452,16,0,122,4,298,5,11,0,0.49174917491749176,-0.02423710759383534,,0.0,0.0,0.9834983498349835,0.9644012944983819,0.9490445859872612,0.5,fixed_default_0_5,0.01592356687898089,0.03503184713375796,0.05560059949080703,valid,0.5607560756075607,valid,0.11306994069797034,0.402434573831523,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_3,blocked_chronological_fold,primary_temporal,dummy_prior,dummy_prior,940,0,313,76,0,11,2008-07-19 11:55:00,2008-09-20 05:34:00,,,2008-09-20 06:08:00,2008-10-02 19:25:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,302,0,11,0,0.5,,,,0.0,1.0,0.9648562300319489,0.9648562300319489,0.5,fixed_default_0_5,0.0,0.03514376996805112,0.03514376996805112,valid,0.5,valid,0.035997842112646936,0.16973596816508973,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_3,blocked_chronological_fold,primary_temporal,logistic_regression_balanced,logistic_regression,940,0,313,76,0,11,2008-07-19 11:55:00,2008-09-20 05:34:00,,,2008-09-20 06:08:00,2008-10-02 19:25:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,262,40,11,0,0.4337748344370861,-0.07305358669414876,,0.0,0.0,0.8675496688741722,0.9597069597069597,0.8370607028753994,0.5,fixed_default_0_5,0.12779552715654952,0.03514376996805112,0.02706652528951172,valid,0.33684527393136665,valid,0.12775106131573735,0.7676980825961084,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_3,blocked_chronological_fold,primary_temporal,random_forest_balanced,random_forest,940,0,313,76,0,11,2008-07-19 11:55:00,2008-09-20 05:34:00,,,2008-09-20 06:08:00,2008-10-02 19:25:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,302,0,11,0,0.5,,,,0.0,1.0,0.9648562300319489,0.9648562300319489,0.5,fixed_default_0_5,0.0,0.03514376996805112,0.049404366079472815,valid,0.5528296207104154,valid,0.0354674004210173,0.16189319550389442,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_3,blocked_chronological_fold,primary_temporal,hist_gradient_boosting_balanced,hist_gradient_boosting,940,0,313,76,0,11,2008-07-19 11:55:00,2008-09-20 05:34:00,,,2008-09-20 06:08:00,2008-10-02 19:25:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,297,5,11,0,0.4917218543046358,-0.02431658119673581,,0.0,0.0,0.9834437086092715,0.9642857142857143,0.9488817891373802,0.5,fixed_default_0_5,0.01597444089456869,0.03514376996805112,0.07248656837993243,valid,0.6583383503913305,valid,0.09422477354963936,0.3569132987847751,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_4,blocked_chronological_fold,primary_temporal,dummy_prior,dummy_prior,1253,0,314,87,0,17,2008-07-19 11:55:00,2008-10-02 19:25:00,,,2008-10-02 20:54:00,2008-10-17 06:07:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,297,0,17,0,0.5,,,,0.0,1.0,0.945859872611465,0.945859872611465,0.5,fixed_default_0_5,0.0,0.054140127388535034,0.054140127388535034,valid,0.5,valid,0.05144285695664376,0.21247829569375,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_4,blocked_chronological_fold,primary_temporal,logistic_regression_balanced,logistic_regression,1253,0,314,87,0,17,2008-07-19 11:55:00,2008-10-02 19:25:00,,,2008-10-02 20:54:00,2008-10-17 06:07:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,281,16,14,3,0.5612992671816202,0.11635904688252087,0.16666666666666669,0.15789473684210525,0.17647058823529413,0.9461279461279462,0.9525423728813559,0.9044585987261147,0.5,fixed_default_0_5,0.06050955414012739,0.054140127388535034,0.1569818147178276,valid,0.7781738958209546,valid,0.08554663275265947,0.4622075077109871,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_4,blocked_chronological_fold,primary_temporal,random_forest_balanced,random_forest,1253,0,314,87,0,17,2008-07-19 11:55:00,2008-10-02 19:25:00,,,2008-10-02 20:54:00,2008-10-17 06:07:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,297,0,17,0,0.5,,,,0.0,1.0,0.945859872611465,0.945859872611465,0.5,fixed_default_0_5,0.0,0.054140127388535034,0.051368705036322335,valid,0.42453951277480695,valid,0.05328191565378436,0.3279207604375254,valid,valid,
v1.4.4,data/processed/smart_factory_v1_4_secom_analysis_ready.csv,9e2154366730fafbe3423246d881b14eb1e07285201ddf67911e96c844e3b5b2,blocked_chronological_fold_4,blocked_chronological_fold,primary_temporal,hist_gradient_boosting_balanced,hist_gradient_boosting,1253,0,314,87,0,17,2008-07-19 11:55:00,2008-10-02 19:25:00,,,2008-10-02 20:54:00,2008-10-17 06:07:00,none,0,no_future_to_past,feasible,True,590,468,0,0,122,0,290,7,16,1,0.5176272529213706,0.05063042934659186,0.07999999999999999,0.125,0.058823529411764705,0.9764309764309764,0.9477124183006536,0.9267515923566879,0.5,fixed_default_0_5,0.025477707006369428,0.054140127388535034,0.07631483627342858,valid,0.5141612200435731,valid,0.11801088402618548,0.41211951723188867,valid,valid,
