dataset_id,asset_count,min_observations_per_asset,median_observations_per_asset,max_observations_per_asset,terminal_event_asset_count,censored_asset_count,status
backblaze_drive_stats,28767,1,4.0,5,10,28757,asset_longitudinal_ready
