dataset_id,failure_row_count,unique_failed_asset_count,multiple_failure_row_asset_count,failure_followed_by_later_observation_asset_count,failure_before_final_observation_asset_count,failure_on_last_observation_asset_count,failure_asset_missing_previous_history_count,failure_asset_single_observation_count,repeated_event_asset_count,contradictory_event_sequence_count,terminal_event_policy,post_event_policy,readiness_status
backblaze_drive_stats,724,724,0,7,7,717,6,6,0,7,first_failure_is_terminal_event_candidate,retain_rows_flag_as_post_failure_not_prediction_features,conditionally_ready
