case_study_version,source_artifact,source_sha256,split_id,split_type,validation_type,claim_scope,feature_set,weighting_policy,model_name,model_type,stratum_type,stratum_value,row_count,positive_rows,false_negative_count,false_positive_count,score_median,support_status
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,model,Hitachi HDS723030ALA640,24648,0,0,1819,0.1201495994687249,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,model,ST31500341AS,12999,47,1,5241,0.43754007166712705,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,model,WDC WD10EADS,11376,0,0,491,0.12803115050151517,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,model,WDC WD30EZRX,9863,13,0,3339,0.1503447495344571,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,drive_age_quartile,0,170832,133,40,8874,0.3625838366796527,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,drive_age_quartile,1,165209,190,21,14651,0.1436372296176751,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,drive_age_quartile,2,163880,294,38,15547,0.1436372296176751,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,drive_age_quartile,3,140255,123,3,15726,0.1503447495344571,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,lookback_density_quartile,0,640176,740,102,54798,0.28042975146933585,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,capacity_quartile,0,196493,174,34,17416,0.1436372296176751,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,capacity_quartile,1,264099,471,36,31877,0.1805863065648313,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,capacity_quartile,2,179584,95,32,5505,0.3625838366796527,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,all,all,128072,143,0,127929,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,model,Hitachi HDS722020ALA330,22774,7,0,22767,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,model,ST4000DM000,22578,0,0,22578,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,model,Hitachi HDS5C3030ALA630,22464,0,0,22464,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,model,ST3000DM001,20376,96,0,20280,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,model,Hitachi HDS5C4040ALE630,11806,3,0,11803,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,model,ST31500541AS,9514,11,0,9503,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,model,Hitachi HDS723030ALA640,4872,0,0,4872,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,model,ST31500341AS,2651,7,0,2644,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,model,WDC WD10EADS,2016,0,0,2016,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,model,WDC WD30EZRX,1963,0,0,1963,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,drive_age_quartile,0,34370,12,0,34358,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,drive_age_quartile,1,33052,48,0,33004,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,drive_age_quartile,2,28643,55,0,28588,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,drive_age_quartile,3,32007,28,0,31979,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,lookback_density_quartile,0,128072,143,0,127929,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,capacity_quartile,0,39491,37,0,39454,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,capacity_quartile,1,52760,103,0,52657,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,capacity_quartile,2,35821,3,0,35818,0.8059027711080534,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,all,all,128072,143,40,21493,0.31869325533966186,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,model,Hitachi HDS722020ALA330,22774,7,7,1,0.23809958789648986,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,model,ST4000DM000,22578,0,0,8557,0.4803036302261262,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,model,Hitachi HDS5C3030ALA630,22464,0,0,27,0.2436429790154021,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,model,ST3000DM001,20376,96,20,4599,0.4451968960864882,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,model,Hitachi HDS5C4040ALE630,11806,3,0,3,0.2615835043859379,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,model,ST31500541AS,9514,11,0,6503,0.5307787678103517,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,model,Hitachi HDS723030ALA640,4872,0,0,0,0.23371274177180917,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,model,ST31500341AS,2651,7,7,1040,0.4745456297841996,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,model,WDC WD10EADS,2016,0,0,0,0.29086294803299206,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,model,WDC WD30EZRX,1963,0,0,48,0.30945367189094464,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,drive_age_quartile,0,34370,12,2,9371,0.4464344029246502,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,drive_age_quartile,1,33052,48,14,3905,0.2799940110025122,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,drive_age_quartile,2,28643,55,16,3798,0.2908578367365285,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,drive_age_quartile,3,32007,28,8,4419,0.2912200676158787,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,lookback_density_quartile,0,128072,143,40,21493,0.31869325533966186,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,capacity_quartile,0,39491,37,15,8063,0.27954911907343877,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,capacity_quartile,1,52760,103,25,4844,0.2997986635980505,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,capacity_quartile,2,35821,3,0,8586,0.4260708404606332,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,all,all,128072,143,26,4480,0.12589406300668335,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,model,Hitachi HDS722020ALA330,22774,7,0,119,0.019073225887405624,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,model,ST4000DM000,22578,0,0,453,0.21286432748909934,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,model,Hitachi HDS5C3030ALA630,22464,0,0,41,0.019073225887405624,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,model,ST3000DM001,20376,96,13,2582,0.2734320437368431,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,model,Hitachi HDS5C4040ALE630,11806,3,0,43,0.026919476762198205,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,model,ST31500541AS,9514,11,4,345,0.2133814514611661,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,model,Hitachi HDS723030ALA640,4872,0,0,41,0.019073225887405624,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,model,ST31500341AS,2651,7,0,262,0.22992224090068616,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,model,WDC WD10EADS,2016,0,0,46,0.09267814725614797,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,model,WDC WD30EZRX,1963,0,0,142,0.06745322304227422,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,drive_age_quartile,0,34370,12,2,913,0.2019153048640218,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,drive_age_quartile,1,33052,48,10,1327,0.03748417220123598,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,drive_age_quartile,2,28643,55,4,1048,0.044093581661815866,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,drive_age_quartile,3,32007,28,10,1192,0.050459298137668945,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,lookback_density_quartile,0,128072,143,26,4480,0.12589406300668335,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,capacity_quartile,0,39491,37,8,1001,0.04396704381321811,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,capacity_quartile,1,52760,103,18,2952,0.06745322304227422,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,capacity_quartile,2,35821,3,0,527,0.19744079831083775,sufficient
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,all,all,128072,143,15,11402,0.2138316335969767,sufficient
