model_name,model_status,selected_representative_model,temporal_split_count,temporal_median_pr_auc,temporal_pr_auc_std,final_holdout_pr_auc,random_reference_pr_auc,dummy_temporal_median_pr_auc,temporal_pr_auc_improvement_vs_dummy,final_holdout_pr_auc_improvement_vs_dummy,random_temporal_pr_auc_gap,median_brier_score,median_mcc,median_recall,median_precision,decision_basis
dummy_prior,descriptive_only,False,7,0.054140127388535034,0.01458806506401571,0.054140127388535034,0.06687898089171974,0.054140127388535034,0.0,0.0,0.01273885350318471,0.05144285695664376,,0.0,,prior baseline used for reference only
hist_gradient_boosting_balanced,diagnostic_only,False,7,0.07248656837993243,0.018103592450792957,0.07631483627342858,0.1599099376842593,0.054140127388535034,0.0183464409913974,0.02217470888489355,0.08742336930432686,0.11477889812647687,-0.02423710759383534,0.0,0.0,temporal PR-AUC improvement over dummy is small
logistic_regression_balanced,diagnostic_only,False,7,0.06845546401091045,0.05169763954713287,0.1569818147178276,0.12184410422732761,0.054140127388535034,0.014315336622375413,0.10284168732929257,0.05338864021641716,0.12775106131573735,-0.028256629848308037,0.17647058823529413,0.045454545454545456,temporal PR-AUC improvement over dummy is small
random_forest_balanced,diagnostic_only,False,7,0.051368705036322335,0.0698050620460723,0.051368705036322335,0.1488701181386166,0.054140127388535034,-0.002771422352212699,-0.002771422352212699,0.09750141310229425,0.05328191565378436,,0.0,,temporal PR-AUC improvement over dummy is small
