case_study_version,source_artifact,source_sha256,split_id,split_type,validation_type,claim_scope,feature_set,weighting_policy,model_name,model_type,split_rows,top_fraction,top_n,positive_rows_in_top,precision_at_top_fraction,lift_over_prevalence,failed_asset_capture_rate,status
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,640176,0.05,32009,28,0.0008747539754444063,0.7567520283568895,0.04580152671755725,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,640176,0.001,641,66,0.1029641185647426,89.07453725176035,0.13740458015267176,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,640176,0.005,3201,310,0.09684473601999376,83.78064287342639,0.549618320610687,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,640176,0.01,6402,376,0.05873164636051234,50.80890600065858,0.6335877862595419,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,640176,0.05,32009,442,0.013808616326658127,11.945871304776613,0.732824427480916,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,random_forest,random_forest,640176,0.001,641,88,0.1372854914196568,118.7660496690138,0.2366412213740458,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,random_forest,random_forest,640176,0.005,3201,288,0.08997188378631678,77.83491983079612,0.5801526717557252,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,random_forest,random_forest,640176,0.01,6402,415,0.0648234926585442,56.0789786975354,0.7709923664122137,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,random_forest,random_forest,640176,0.05,32009,606,0.01893217532568965,16.37827604229554,0.916030534351145,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,640176,0.001,641,62,0.0967238689547582,83.67608044862335,0.10687022900763359,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,640176,0.005,3201,272,0.08497344579818807,73.51075761797412,0.5114503816793893,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,640176,0.01,6402,395,0.061699468915963764,53.37637731452165,0.6717557251908397,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,640176,0.05,32009,609,0.019025898965915836,16.459356616762346,0.9083969465648855,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,dummy_prior,dummy_prior,640176,0.001,641,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,dummy_prior,dummy_prior,640176,0.005,3201,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,dummy_prior,dummy_prior,640176,0.01,6402,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,dummy_prior,dummy_prior,640176,0.05,32009,28,0.0008747539754444063,0.7567520283568895,0.04580152671755725,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,logistic_regression,logistic_regression,640176,0.001,641,77,0.12012480499219969,103.92029346038707,0.1450381679389313,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,logistic_regression,logistic_regression,640176,0.005,3201,325,0.10153077163386441,87.83454494794701,0.5648854961832062,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,logistic_regression,logistic_regression,640176,0.01,6402,382,0.059668853483286474,51.619686415562704,0.6412213740458015,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,logistic_regression,logistic_regression,640176,0.05,32009,440,0.01374613389984067,11.891817588465406,0.7480916030534351,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,random_forest,random_forest,640176,0.001,641,91,0.1419656786271451,122.81489227136655,0.22900763358778625,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,random_forest,random_forest,640176,0.005,3201,283,0.08840987191502656,76.48361913928925,0.5877862595419847,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,random_forest,random_forest,640176,0.01,6402,388,0.06060606060606061,52.430466830466834,0.7404580152671756,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,random_forest,random_forest,640176,0.05,32009,585,0.018276109844106346,15.810712021027872,0.916030534351145,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,hist_gradient_boosting,hist_gradient_boosting,640176,0.001,641,95,0.1482059282371295,128.21334907450353,0.24427480916030533,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,hist_gradient_boosting,hist_gradient_boosting,640176,0.005,3201,286,0.08934707903780069,77.29439955419338,0.5190839694656488,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,hist_gradient_boosting,hist_gradient_boosting,640176,0.01,6402,425,0.06638550452983442,57.430279389042276,0.7251908396946565,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,hist_gradient_boosting,hist_gradient_boosting,640176,0.05,32009,603,0.018838451685463463,16.29719546782873,0.9083969465648855,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,dummy_prior,dummy_prior,640176,0.001,641,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,dummy_prior,dummy_prior,640176,0.005,3201,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,dummy_prior,dummy_prior,640176,0.01,6402,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,dummy_prior,dummy_prior,640176,0.05,32009,28,0.0008747539754444063,0.7567520283568895,0.04580152671755725,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,logistic_regression,logistic_regression,640176,0.001,641,70,0.10920436817472699,94.47299405489734,0.1450381679389313,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,logistic_regression,logistic_regression,640176,0.005,3201,268,0.08372383630115589,72.42971706476861,0.46564885496183206,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,logistic_regression,logistic_regression,640176,0.01,6402,340,0.05310840362386754,45.94422351123382,0.5877862595419847,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,logistic_regression,logistic_regression,640176,0.05,32009,435,0.013589927832797026,11.75668329768739,0.732824427480916,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,random_forest,random_forest,640176,0.001,641,109,0.17004680187207488,147.107947885483,0.2900763358778626,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,random_forest,random_forest,640176,0.005,3201,276,0.08622305529522024,74.59179817117962,0.5877862595419847,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,random_forest,random_forest,640176,0.01,6402,391,0.061074664167447675,52.8358570379189,0.7099236641221374,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,random_forest,random_forest,640176,0.05,32009,614,0.01918210503295948,16.59449090754036,0.916030534351145,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,640176,0.001,641,62,0.0967238689547582,83.67608044862335,0.10687022900763359,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,640176,0.005,3201,265,0.08278662917838175,71.61893664986448,0.5038167938931297,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,640176,0.01,6402,373,0.058263042799125274,50.403515793206516,0.6412213740458015,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,640176,0.05,32009,605,0.018900934112280922,16.351249184139935,0.9007633587786259,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,dummy_prior,dummy_prior,640176,0.001,641,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,dummy_prior,dummy_prior,640176,0.005,3201,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,dummy_prior,dummy_prior,640176,0.01,6402,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,dummy_prior,dummy_prior,640176,0.05,32009,28,0.0008747539754444063,0.7567520283568895,0.04580152671755725,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,logistic_regression,logistic_regression,640176,0.001,641,78,0.12168486739469579,105.26990766117132,0.1450381679389313,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,logistic_regression,logistic_regression,640176,0.005,3201,275,0.0859106529209622,74.32153803287824,0.5038167938931297,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,logistic_regression,logistic_regression,640176,0.01,6402,352,0.054982817869415807,47.565784341042075,0.5954198473282443,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,logistic_regression,logistic_regression,640176,0.05,32009,437,0.013652410259614483,11.810737013998597,0.7404580152671756,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,random_forest,random_forest,640176,0.001,641,98,0.15288611544461778,132.26219167685625,0.25190839694656486,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,random_forest,random_forest,640176,0.005,3201,285,0.08903467666354264,77.024139415892,0.6259541984732825,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,random_forest,random_forest,640176,0.01,6402,415,0.0648234926585442,56.0789786975354,0.7557251908396947,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,random_forest,random_forest,640176,0.05,32009,595,0.018588521978193634,16.080980602583903,0.9083969465648855,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,640176,0.001,641,95,0.1482059282371295,128.21334907450353,0.24427480916030533,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,640176,0.005,3201,286,0.08934707903780069,77.29439955419338,0.5190839694656488,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,640176,0.01,6402,381,0.05951265229615745,51.48455634641202,0.648854961832061,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,640176,0.05,32009,603,0.018838451685463463,16.29719546782873,0.8931297709923665,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,128072,0.001,129,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,128072,0.005,641,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,128072,0.01,1281,0,0.0,0.0,0.0,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,128072,0.05,6404,5,0.0007807620237351655,0.6992570203063645,0.07692307692307693,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,128072,0.001,129,21,0.16279069767441862,145.796714912994,0.19230769230769232,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,128072,0.005,641,74,0.11544461778471139,103.3931684540109,0.6153846153846154,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,128072,0.01,1281,83,0.06479313036690086,58.02927127517292,0.7307692307692307,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,128072,0.05,6404,90,0.014053716427232979,12.586626365514562,0.7692307692307693,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,128072,0.001,129,21,0.16279069767441862,145.796714912994,0.3076923076923077,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,128072,0.005,641,56,0.0873634945397816,78.2434788300623,0.6923076923076923,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,128072,0.01,1281,76,0.05932864949258392,53.13523634835111,0.7692307692307693,valid
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,128072,0.05,6404,118,0.018425983760149905,16.502465679230202,0.9230769230769231,valid
