strategy,model_variant,metric,mean,median,std,min,max,valid_split_count,tie_policy
random,ridge_raw,enrichment_factor_at_10pct,2.0346020761245676,2.3252595155709344,0.9813724659898042,0.5813148788927336,3.4878892733564015,10,sort by metric ascending then material_id for deterministic metric calculation
random,ridge_raw,exact_zero_target_recall_at_10pct,0.24951752235219976,0.22227822580645162,0.0842298884359742,0.1388888888888889,0.44,10,sort by metric ascending then material_id for deterministic metric calculation
random,ridge_raw,precision_at_20pct,0.3794117647058824,0.35294117647058826,0.07258213340737096,0.2647058823529412,0.5,10,sort by metric ascending then material_id for deterministic metric calculation
random,ridge_raw,recall_at_20pct,0.3794117647058824,0.35294117647058826,0.07258213340737096,0.2647058823529412,0.5,10,sort by metric ascending then material_id for deterministic metric calculation
random,ridge_raw,enrichment_factor_at_20pct,1.8747404844290656,1.7439446366782008,0.35864112977759777,1.3079584775086506,2.4705882352941178,10,sort by metric ascending then material_id for deterministic metric calculation
random,ridge_raw,exact_zero_target_recall_at_20pct,0.41340883354996255,0.376984126984127,0.09711865021024614,0.2903225806451613,0.6,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,dummy_median,target_treatment,,,,,,0,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,dummy_median,precision_at_10pct,0.5677466240852969,0.5625,0.08406383839214145,0.43478260869565216,0.7333333333333333,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,dummy_median,recall_at_10pct,0.5677466240852969,0.5625,0.08406383839214145,0.43478260869565216,0.7333333333333333,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,dummy_median,enrichment_factor_at_10pct,5.488577242931006,5.396484375,0.7864791433551893,4.310018903591683,6.893333333333333,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,dummy_median,exact_zero_target_recall_at_10pct,0.37439956387801215,0.37797619047619047,0.06395232051509138,0.2692307692307692,0.4482758620689655,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,dummy_median,precision_at_20pct,0.4954303929677759,0.4907407407407407,0.07785625045502897,0.39473684210526316,0.6206896551724138,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,dummy_median,recall_at_20pct,0.4954303929677759,0.4907407407407407,0.07785625045502897,0.39473684210526316,0.6206896551724138,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,dummy_median,enrichment_factor_at_20pct,2.440892890498891,2.4428341384863126,0.3769872493060401,1.9321329639889195,3.0295857988165684,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,dummy_median,exact_zero_target_recall_at_20pct,0.5213774928774928,0.5086206896551724,0.06857466466485439,0.42857142857142855,0.68,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_log1p,target_treatment,,,,,,0,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_log1p,precision_at_10pct,0.2689683028641839,0.24812030075187969,0.11065661260108103,0.14285714285714285,0.5217391304347826,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_log1p,recall_at_10pct,0.2689683028641839,0.24812030075187969,0.11065661260108103,0.14285714285714285,0.5217391304347826,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_log1p,enrichment_factor_at_10pct,2.6068788567490913,2.408021934535587,1.0955225374891506,1.3673469387755102,5.172022684310019,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_log1p,exact_zero_target_recall_at_10pct,0.30281099743168705,0.29802955665024633,0.07937808406649183,0.15384615384615385,0.4444444444444444,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_log1p,precision_at_20pct,0.4756814421825055,0.4866163349347975,0.08402932691144241,0.2962962962962963,0.6052631578947368,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_log1p,recall_at_20pct,0.4756814421825055,0.4866163349347975,0.08402932691144241,0.2962962962962963,0.6052631578947368,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_log1p,enrichment_factor_at_20pct,2.343525914995808,2.3972099375650364,0.40991236468747466,1.4705075445816185,2.9626038781163433,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_log1p,exact_zero_target_recall_at_20pct,0.5037911930023999,0.4827586206896552,0.09337688848274697,0.3076923076923077,0.6666666666666666,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_raw,target_treatment,,,,,,0,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_raw,precision_at_10pct,0.2263467126567813,0.22532894736842105,0.0844019534174116,0.125,0.391304347826087,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_raw,recall_at_10pct,0.2263467126567813,0.22532894736842105,0.0844019534174116,0.125,0.391304347826087,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_raw,enrichment_factor_at_10pct,2.1931669493562786,2.1380989583333334,0.8348205281417489,1.2239583333333335,3.8790170132325144,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_raw,exact_zero_target_recall_at_10pct,0.26085175536468636,0.2606896551724138,0.0936037731850131,0.10344827586206896,0.38095238095238093,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_raw,precision_at_20pct,0.44027353519811224,0.46294642857142854,0.0764073182448277,0.25925925925925924,0.5217391304347826,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_raw,recall_at_20pct,0.44027353519811224,0.46294642857142854,0.0764073182448277,0.25925925925925924,0.5217391304347826,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_raw,enrichment_factor_at_20pct,2.1695369661731556,2.272374043367347,0.37554071091636426,1.2866941015089162,2.5860113421550097,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,histogram_gradient_boosting_raw,exact_zero_target_recall_at_20pct,0.47345787896649966,0.47737068965517243,0.10359688104768944,0.2692307692307692,0.6296296296296297,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_log1p,target_treatment,,,,,,0,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_log1p,precision_at_10pct,0.2076633403464067,0.16964285714285715,0.1525253783331524,0.0,0.4782608695652174,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_log1p,recall_at_10pct,0.2076633403464067,0.16964285714285715,0.1525253783331524,0.0,0.4782608695652174,10,sort by metric ascending then material_id for deterministic metric calculation
