run_name,validation_type,train_r2,test_r2,r2_gap,train_mae,test_mae,train_rmse,test_rmse,rmse_ratio,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,top_1_feature,top_1_importance,top_3_features,overfitting_summary,interpretation_note
metadata_random,random_split,0.4127559999793614,0.2340079048776326,0.17874809510172882,10.3739569902166,12.626190242380533,17.116555642408976,20.332848292850585,1.1879053658711998,0.21803124813268343,0.024598310811450773,19.888291241674303,1.1154184273987484,cycle_index,0.7162425872464062,"cycle_index, ambient_temperature_c",no strong overfitting signal from R2 gap | no strong overfitting signal from RMSE ratio,Random split may mix cycles from the same battery. Uses metadata-level cycle summary columns only.
feature_random,random_split,0.9948565581114814,0.981254254856841,0.013602303254640402,0.5533712323347596,1.2823636745871765,1.6018948341573105,3.1808078208718005,1.9856533356917214,0.9683841396754312,0.010991385194926645,3.9336114347174727,0.6552639821889532,raw_sample_count,0.4356267643480266,"raw_sample_count, discharge_duration_s, voltage_min_v",no strong overfitting signal from R2 gap | possible overfitting signal: test RMSE is much higher than train RMSE,Random split may mix cycles from the same battery. Test RMSE is much higher than train RMSE. Uses raw-discharge-derived feature summary columns.
metadata_group,group_split_by_battery_id,0.3130318159516254,0.166017017429268,0.14701479852235738,8.083062802203894,19.970763227912823,13.94926237184504,34.060609133300204,2.4417498377582727,0.04370112653478234,0.5091934797227212,18.658320006656574,4.171371094085315,cycle_index,0.8030096880210175,"cycle_index, ambient_temperature_c",no strong overfitting signal from R2 gap | possible overfitting signal: test RMSE is much higher than train RMSE,Group-aware validation estimates battery-level generalization. Test RMSE is much higher than train RMSE. Uses metadata-level cycle summary columns only.
feature_group,group_split_by_battery_id,0.9928283803982024,0.341474098891964,0.6513542815062384,0.4689817161957649,15.383261499566965,1.425251654720837,30.266363712003432,21.235803243415063,0.11146555429558376,0.7832722976029335,17.423472475946728,9.432387098738397,temperature_mean_c,0.2356482523212373,"temperature_mean_c, temperature_max_c, cycle_index",possible overfitting signal: train R2 is much higher than test R2 | possible overfitting signal: test RMSE is much higher than train RMSE,Group-aware validation estimates battery-level generalization. Large R2 gap suggests possible overfitting. Test RMSE is much higher than train RMSE. Uses raw-discharge-derived feature summary columns.
feature_no_count_group,group_split_by_battery_id,0.9930305137684172,0.3319990511484595,0.6610314626199577,0.4680218859257514,15.375994715455402,1.4050226108238917,30.48332635988797,21.695968538195153,0.16592711784628378,0.7144033131034936,17.076985754577372,9.118980122093584,temperature_mean_c,0.2358028136659093,"temperature_mean_c, temperature_max_c, cycle_index",possible overfitting signal: train R2 is much higher than test R2 | possible overfitting signal: test RMSE is much higher than train RMSE,Group-aware validation estimates battery-level generalization. Large R2 gap suggests possible overfitting. Test RMSE is much higher than train RMSE. Uses raw-discharge-derived feature summary columns.
