schema_version,feature_set_id,feature_set_label,feature_id,feature_role,prediction_context,target_source,availability_timing,leakage_status,preprocessing_policy
2.2.5,known_structure_baseline_plus_structure_v1,D,periodic_row_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,periodic_row_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,periodic_row_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,periodic_row_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,periodic_group_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,periodic_group_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,periodic_group_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,periodic_group_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,periodic_group_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,electronegativity_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,electronegativity_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,electronegativity_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,electronegativity_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,electronegativity_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,pairwise_mismatch_electronegativity,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,mendeleev_number_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,mendeleev_number_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,mendeleev_number_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,mendeleev_number_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,mendeleev_number_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,atomic_radius_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,atomic_radius_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,atomic_radius_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,atomic_radius_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,atomic_radius_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,pairwise_mismatch_atomic_radius,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,first_ionization_energy_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,first_ionization_energy_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,first_ionization_energy_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,first_ionization_energy_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,first_ionization_energy_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,pairwise_mismatch_first_ionization_energy,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,s_block_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,p_block_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,d_block_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,f_block_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,transition_metal_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,metalloid_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,structure_volume_per_atom,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,structure_density,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,ordered_structure_flag,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,nearest_neighbor_distance_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,nearest_neighbor_distance_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,nearest_neighbor_distance_cv,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,coordination_number_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,coordination_number_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,crystal_system_category,categorical,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_baseline_plus_structure_v1,D,space_group_number_category,categorical,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,composition_element_count,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,composition_fraction_min,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,composition_fraction_max,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,composition_fraction_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,composition_fraction_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,composition_fraction_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,composition_fraction_entropy,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,composition_fraction_l2_norm,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,composition_dominant_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_number_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_number_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_number_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_number_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_number_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,pairwise_mismatch_atomic_number,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_mass_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_mass_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_mass_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_mass_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_mass_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,pairwise_mismatch_atomic_mass,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,periodic_row_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,periodic_row_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,periodic_row_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,periodic_row_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,periodic_row_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,periodic_group_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,periodic_group_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,periodic_group_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,periodic_group_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,periodic_group_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,electronegativity_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,electronegativity_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,electronegativity_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,electronegativity_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,electronegativity_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,pairwise_mismatch_electronegativity,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,mendeleev_number_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,mendeleev_number_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,mendeleev_number_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,mendeleev_number_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,mendeleev_number_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_radius_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_radius_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_radius_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_radius_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_radius_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,pairwise_mismatch_atomic_radius,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,first_ionization_energy_weighted_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,first_ionization_energy_minimum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,first_ionization_energy_maximum,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,first_ionization_energy_range,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,first_ionization_energy_weighted_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,pairwise_mismatch_first_ionization_energy,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,s_block_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,p_block_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,d_block_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,f_block_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,transition_metal_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,metalloid_fraction,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_radius_weighted_mean__physics,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_radius_weighted_variance,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,atomic_radius_mismatch,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,electronegativity_weighted_mean__physics,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,electronegativity_weighted_variance,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,electronegativity_mismatch,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,configurational_mixing_entropy_j_per_mol_k,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,valence_electron_concentration,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,number_of_elements,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,composition_available,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,structure_volume_per_atom,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,structure_density,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,ordered_structure_flag,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,nearest_neighbor_distance_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,nearest_neighbor_distance_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,nearest_neighbor_distance_cv,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,coordination_number_mean,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,coordination_number_std,numeric,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,crystal_system_category,categorical,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
2.2.5,known_structure_full_combined_v1,E,space_group_number_category,categorical,known_structure_post_relaxation,original_v1_3_energy_above_hull,known_relaxed_structure_required,allowed_feature,train_fold_only
