summary_type,model_name,split_id,stratum,row_count,failure_count,failure_rate,false_negative_count,false_positive_count,precision,recall,average_precision,mcc,score_min,score_median,score_max,row_missing_rate_median,retained_feature_count_median,timestamp_start,timestamp_end,status,predicted_positive_rate
all,hist_gradient_boosting_balanced,blocked_chronological_fold_4,all,314,17,0.054140127388535034,16,7,0.125,0.058823529411764705,0.07631483627342858,0.05063042934659186,0.20621199617094876,0.2836846434609023,0.6958170568186317,0.03389830508474576,468.0,2008-10-02 20:54:00,2008-10-17 06:07:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,blocked_chronological_fold_4,2,54,3,0.05555555555555555,3,3,0.0,0.0,0.08485671191553545,-0.058823529411764705,0.21290489470772447,0.2857860811912015,0.6033170254564748,0.02711864406779661,468.0,2008-10-02 20:54:00,2008-10-05 04:01:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,blocked_chronological_fold_4,3,260,14,0.05384615384615385,13,4,0.2,0.07142857142857142,0.0850075919615747,0.09067069343906706,0.20621199617094876,0.28328518315775675,0.6958170568186317,0.03389830508474576,468.0,2008-10-05 04:20:00,2008-10-17 06:07:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,blocked_chronological_fold_4,0,147,10,0.06802721088435375,9,3,0.25,0.1,0.13216999032662952,0.12087193640992465,0.2117757762961623,0.28255486306021377,0.6958170568186317,0.02711864406779661,468.0,2008-10-02 20:54:00,2008-10-16 03:56:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,blocked_chronological_fold_4,1,62,6,0.0967741935483871,6,3,0.0,0.0,0.11412778491783412,-0.07381017469576844,0.2130159255161592,0.27856246080554514,0.6033170254564748,0.03389830508474576,468.0,2008-10-03 05:01:00,2008-10-15 17:19:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,blocked_chronological_fold_4,2,62,1,0.016129032258064516,1,1,0.0,0.0,0.01639344262295082,-0.01639344262295082,0.20621199617094876,0.2857857583913428,0.5231389275259806,0.04067796610169491,468.0,2008-10-03 02:41:00,2008-10-15 19:15:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,blocked_chronological_fold_4,3,43,0,0.0,0,0,,,,,0.2072484972203869,0.3024770796739726,0.44955222382135185,0.08135593220338982,468.0,2008-10-03 19:23:00,2008-10-17 06:07:00,descriptive,
threshold_sensitivity,hist_gradient_boosting_balanced,blocked_chronological_fold_4,threshold=0.2,314,17,,0,297,0.054140127388535034,1.0,,,,0.2836846434609023,,,,,,descriptive,1.0
threshold_sensitivity,hist_gradient_boosting_balanced,blocked_chronological_fold_4,threshold=0.5,314,17,,16,7,0.125,0.058823529411764705,,,,0.2836846434609023,,,,,,descriptive,0.025477707006369428
threshold_sensitivity,hist_gradient_boosting_balanced,blocked_chronological_fold_4,threshold=0.8,314,17,,17,0,,0.0,,,,0.2836846434609023,,,,,,descriptive,0.0
all,hist_gradient_boosting_balanced,expanding_train_future_test_60_20,all,313,11,0.03514376996805112,11,5,0.0,0.0,0.07248656837993243,-0.02431658119673581,0.20241450610487347,0.24646932740059949,0.612723681982401,0.02711864406779661,468.0,2008-09-20 06:08:00,2008-10-02 19:25:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,expanding_train_future_test_60_20,1,177,2,0.011299435028248588,2,1,0.0,0.0,0.013513513513513514,-0.008058229640253803,0.20241450610487347,0.2458024037376903,0.612723681982401,0.03389830508474576,468.0,2008-09-20 06:08:00,2008-09-27 00:16:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,expanding_train_future_test_60_20,2,136,9,0.0661764705882353,9,4,0.0,0.0,0.14359303958123498,-0.04634068234685616,0.2116790481355917,0.2588328790309378,0.5646670267872278,0.02711864406779661,468.0,2008-09-27 00:17:00,2008-10-02 19:25:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,expanding_train_future_test_60_20,0,161,5,0.031055900621118012,5,3,0.0,0.0,0.07907753288496341,-0.02466918414831204,0.2116790481355917,0.24618331348718442,0.5646670267872278,0.020338983050847456,468.0,2008-09-20 11:18:00,2008-10-02 19:25:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,expanding_train_future_test_60_20,1,50,4,0.08,4,1,0.0,0.0,0.15128418329637844,-0.04212627318711346,0.2121640345851656,0.2540543791107268,0.612723681982401,0.03389830508474576,468.0,2008-09-20 06:08:00,2008-10-02 17:19:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,expanding_train_future_test_60_20,2,69,2,0.028985507246376812,2,0,,0.0,0.5169491525423728,,0.20241450610487347,0.25424897245875955,0.46206256843107624,0.04745762711864407,468.0,2008-09-20 07:21:00,2008-10-02 10:03:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,expanding_train_future_test_60_20,3,33,0,0.0,0,1,0.0,,,,0.2120219439733668,0.2388405574219184,0.502012158496502,0.05423728813559322,468.0,2008-09-20 12:36:00,2008-10-02 08:57:00,descriptive,
threshold_sensitivity,hist_gradient_boosting_balanced,expanding_train_future_test_60_20,threshold=0.2,313,11,,0,302,0.03514376996805112,1.0,,,,0.24646932740059949,,,,,,descriptive,1.0
threshold_sensitivity,hist_gradient_boosting_balanced,expanding_train_future_test_60_20,threshold=0.5,313,11,,11,5,0.0,0.0,,,,0.24646932740059949,,,,,,descriptive,0.01597444089456869
threshold_sensitivity,hist_gradient_boosting_balanced,expanding_train_future_test_60_20,threshold=0.8,313,11,,11,0,,0.0,,,,0.24646932740059949,,,,,,descriptive,0.0
all,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,all,235,17,0.07234042553191489,17,5,0.0,0.0,0.07011584961392643,-0.041173453714569534,0.20135472405213312,0.24773822123901607,0.6381334814972403,0.02711864406779661,468.0,2008-09-26 03:12:00,2008-10-05 18:59:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,1,21,0,0.0,0,0,,,,,0.2156362301664887,0.24044187791634536,0.3962027420755323,0.02711864406779661,468.0,2008-09-26 03:12:00,2008-09-27 00:16:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,2,190,12,0.06315789473684211,12,4,0.0,0.0,0.0696383287724407,-0.03807624787725668,0.20135472405213312,0.24837926436083094,0.6381334814972403,0.02711864406779661,468.0,2008-09-27 00:17:00,2008-10-05 04:01:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,3,24,5,0.20833333333333334,5,1,0.0,0.0,0.16168737060041405,-0.10696563746013954,0.21864277755589964,0.27341820840621106,0.5373741542029674,0.030508474576271184,468.0,2008-10-05 04:20:00,2008-10-05 18:59:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,0,139,11,0.07913669064748201,11,4,0.0,0.0,0.06290845473901835,-0.05046083923495819,0.20518378505022217,0.24702921062620115,0.6381334814972403,0.020338983050847456,468.0,2008-09-26 03:12:00,2008-10-05 18:46:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,1,34,5,0.14705882352941177,5,0,,0.0,0.3566666666666667,,0.2156362301664887,0.2509836275257022,0.49354702309028764,0.03389830508474576,468.0,2008-09-26 05:32:00,2008-10-05 16:49:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,2,46,1,0.021739130434782608,1,1,0.0,0.0,0.041666666666666664,-0.022222222222222223,0.20602784465887833,0.2501913586081742,0.5701501007024233,0.04745762711864407,468.0,2008-09-26 04:14:00,2008-10-05 18:59:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,3,16,0,0.0,0,0,,,,,0.20135472405213312,0.23350741771863887,0.45610023058938876,0.05423728813559322,468.0,2008-09-27 00:17:00,2008-10-05 09:47:00,descriptive,
threshold_sensitivity,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,threshold=0.2,235,17,,0,218,0.07234042553191489,1.0,,,,0.24773822123901607,,,,,,descriptive,1.0
threshold_sensitivity,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,threshold=0.5,235,17,,17,5,0.0,0.0,,,,0.24773822123901607,,,,,,descriptive,0.02127659574468085
threshold_sensitivity,hist_gradient_boosting_balanced,expanding_train_future_test_70_15,threshold=0.8,235,17,,17,0,,0.0,,,,0.24773822123901607,,,,,,descriptive,0.0
all,hist_gradient_boosting_balanced,final_holdout_period_80_20,all,314,17,0.054140127388535034,16,7,0.125,0.058823529411764705,0.07631483627342858,0.05063042934659186,0.20621199617094876,0.2836846434609023,0.6958170568186317,0.03389830508474576,468.0,2008-10-02 20:54:00,2008-10-17 06:07:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,final_holdout_period_80_20,2,54,3,0.05555555555555555,3,3,0.0,0.0,0.08485671191553545,-0.058823529411764705,0.21290489470772447,0.2857860811912015,0.6033170254564748,0.02711864406779661,468.0,2008-10-02 20:54:00,2008-10-05 04:01:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,final_holdout_period_80_20,3,260,14,0.05384615384615385,13,4,0.2,0.07142857142857142,0.0850075919615747,0.09067069343906706,0.20621199617094876,0.28328518315775675,0.6958170568186317,0.03389830508474576,468.0,2008-10-05 04:20:00,2008-10-17 06:07:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,final_holdout_period_80_20,0,147,10,0.06802721088435375,9,3,0.25,0.1,0.13216999032662952,0.12087193640992465,0.2117757762961623,0.28255486306021377,0.6958170568186317,0.02711864406779661,468.0,2008-10-02 20:54:00,2008-10-16 03:56:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,final_holdout_period_80_20,1,62,6,0.0967741935483871,6,3,0.0,0.0,0.11412778491783412,-0.07381017469576844,0.2130159255161592,0.27856246080554514,0.6033170254564748,0.03389830508474576,468.0,2008-10-03 05:01:00,2008-10-15 17:19:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,final_holdout_period_80_20,2,62,1,0.016129032258064516,1,1,0.0,0.0,0.01639344262295082,-0.01639344262295082,0.20621199617094876,0.2857857583913428,0.5231389275259806,0.04067796610169491,468.0,2008-10-03 02:41:00,2008-10-15 19:15:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,final_holdout_period_80_20,3,43,0,0.0,0,0,,,,,0.2072484972203869,0.3024770796739726,0.44955222382135185,0.08135593220338982,468.0,2008-10-03 19:23:00,2008-10-17 06:07:00,descriptive,
threshold_sensitivity,hist_gradient_boosting_balanced,final_holdout_period_80_20,threshold=0.2,314,17,,0,297,0.054140127388535034,1.0,,,,0.2836846434609023,,,,,,descriptive,1.0
threshold_sensitivity,hist_gradient_boosting_balanced,final_holdout_period_80_20,threshold=0.5,314,17,,16,7,0.125,0.058823529411764705,,,,0.2836846434609023,,,,,,descriptive,0.025477707006369428
threshold_sensitivity,hist_gradient_boosting_balanced,final_holdout_period_80_20,threshold=0.8,314,17,,17,0,,0.0,,,,0.2836846434609023,,,,,,descriptive,0.0
all,hist_gradient_boosting_balanced,stratified_random_reference_80_20,all,314,21,0.06687898089171974,16,30,0.14285714285714285,0.23809523809523808,0.1599099376842593,0.10772261664364587,0.20741435972424802,0.31427179768915336,0.7034371135078551,0.04067796610169491,474.0,2008-07-19 12:32:00,2008-10-17 06:01:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,stratified_random_reference_80_20,0,147,16,0.10884353741496598,13,23,0.11538461538461539,0.1875,0.17635393127912072,0.00973565129812021,0.20741435972424802,0.3383650122726718,0.7034371135078551,0.04745762711864407,474.0,2008-07-19 12:32:00,2008-09-09 00:25:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,stratified_random_reference_80_20,1,66,2,0.030303030303030304,1,1,0.5,0.5,0.5526315789473684,0.484375,0.2101625376924032,0.28349689965941177,0.5729885877685208,0.03389830508474576,474.0,2008-09-10 21:56:00,2008-09-27 00:16:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,stratified_random_reference_80_20,2,40,3,0.075,2,4,0.2,0.3333333333333333,0.24876847290640394,0.17937400083354382,0.21238928535961193,0.3134675553574451,0.6500150042535588,0.02711864406779661,474.0,2008-09-27 11:04:00,2008-10-05 01:35:00,descriptive,
temporal_block,hist_gradient_boosting_balanced,stratified_random_reference_80_20,3,61,0,0.0,0,2,0.0,,,,0.2086357173532812,0.2972089606595732,0.6494315907351101,0.03389830508474576,474.0,2008-10-05 05:31:00,2008-10-17 06:01:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,stratified_random_reference_80_20,0,86,3,0.03488372093023256,2,1,0.5,0.3333333333333333,0.24688057040998218,0.3911430992325717,0.2086357173532812,0.3015211999284504,0.6459649103278878,0.020338983050847456,474.0,2008-09-10 21:56:00,2008-10-15 22:45:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,stratified_random_reference_80_20,1,42,5,0.11904761904761904,2,6,0.3333333333333333,0.6,0.3440231092436975,0.34555798270379956,0.20741435972424802,0.3459957834478627,0.6913246137799733,0.03389830508474576,474.0,2008-07-27 22:28:00,2008-10-13 19:40:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,stratified_random_reference_80_20,2,94,7,0.07446808510638298,6,11,0.08333333333333333,0.14285714285714285,0.1862438491071641,0.012917956104514567,0.21264495726588734,0.32210846056695436,0.6288505616223377,0.04745762711864407,474.0,2008-07-19 21:35:00,2008-10-15 09:11:00,descriptive,
missingness_quantile,hist_gradient_boosting_balanced,stratified_random_reference_80_20,3,92,6,0.06521739130434782,6,12,0.0,0.0,0.09970196353436185,-0.10229915092057101,0.2082610556565334,0.32553020423335566,0.7034371135078551,0.061016949152542375,474.0,2008-07-19 12:32:00,2008-10-17 06:01:00,descriptive,
threshold_sensitivity,hist_gradient_boosting_balanced,stratified_random_reference_80_20,threshold=0.2,314,21,,0,293,0.06687898089171974,1.0,,,,0.31427179768915336,,,,,,descriptive,1.0
threshold_sensitivity,hist_gradient_boosting_balanced,stratified_random_reference_80_20,threshold=0.5,314,21,,16,30,0.14285714285714285,0.23809523809523808,,,,0.31427179768915336,,,,,,descriptive,0.11146496815286625
threshold_sensitivity,hist_gradient_boosting_balanced,stratified_random_reference_80_20,threshold=0.8,314,21,,21,0,,0.0,,,,0.31427179768915336,,,,,,descriptive,0.0
all,logistic_regression_balanced,blocked_chronological_fold_1,all,313,21,0.0670926517571885,15,99,0.05714285714285714,0.2857142857142857,0.0693395967675844,-0.028256629848308037,3.9308335983920275e-11,0.14668965253879904,1.0,0.05423728813559322,448.0,2008-08-19 18:30:00,2008-09-01 06:21:00,descriptive,
temporal_block,logistic_regression_balanced,blocked_chronological_fold_1,0,313,21,0.0670926517571885,15,99,0.05714285714285714,0.2857142857142857,0.0693395967675844,-0.028256629848308037,3.9308335983920275e-11,0.14668965253879904,1.0,0.05423728813559322,448.0,2008-08-19 18:30:00,2008-09-01 06:21:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_1,0,2,0,0.0,0,1,0.0,,,,0.0027295369576156975,0.30901610029280996,0.6153026636280042,0.02711864406779661,448.0,2008-08-19 18:30:00,2008-08-21 20:21:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_1,1,24,0,0.0,0,9,0.0,,,,3.9308335983920275e-11,0.029345054533520598,0.9974327878879559,0.03389830508474576,448.0,2008-08-20 01:33:00,2008-08-30 15:37:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_1,2,111,10,0.09009009009009009,7,29,0.09375,0.3,0.12533306088007168,0.008135685103405068,1.4510138427173371e-07,0.15884696392622677,0.9999982858441008,0.04067796610169491,448.0,2008-08-19 19:38:00,2008-09-01 06:21:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_1,3,176,11,0.0625,8,60,0.047619047619047616,0.2727272727272727,0.056832136783317985,-0.045902478203988004,1.0270564502881044e-09,0.15850615566823262,1.0,0.061016949152542375,448.0,2008-08-19 18:30:00,2008-09-01 05:32:00,descriptive,
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_1,threshold=0.2,313,21,,12,139,0.060810810810810814,0.42857142857142855,,,,0.14668965253879904,,,,,,descriptive,0.4728434504792332
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_1,threshold=0.5,313,21,,15,99,0.05714285714285714,0.2857142857142857,,,,0.14668965253879904,,,,,,descriptive,0.3354632587859425
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_1,threshold=0.8,313,21,,18,64,0.04477611940298507,0.14285714285714285,,,,0.14668965253879904,,,,,,descriptive,0.21405750798722045
all,logistic_regression_balanced,blocked_chronological_fold_2,all,314,11,0.03503184713375796,6,105,0.045454545454545456,0.45454545454545453,0.04821546495039297,0.04162683749957036,8.2606582887374e-16,0.08087667447044024,0.9999999311228241,0.04745762711864407,452.0,2008-09-01 06:52:00,2008-09-20 05:34:00,descriptive,
temporal_block,logistic_regression_balanced,blocked_chronological_fold_2,0,148,2,0.013513513513513514,2,42,0.0,0.0,0.010442651014918073,-0.07367332699750544,8.2606582887374e-16,0.02627669942355807,0.999996867396147,0.05084745762711865,452.0,2008-09-01 06:52:00,2008-09-10 09:21:00,descriptive,
temporal_block,logistic_regression_balanced,blocked_chronological_fold_2,1,166,9,0.05421686746987952,4,63,0.07352941176470588,0.5555555555555556,0.07517670676292286,0.07104244806791392,1.7087659993148746e-10,0.15517531488819183,0.9999999311228241,0.04067796610169491,452.0,2008-09-10 20:52:00,2008-09-20 05:34:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_2,0,52,4,0.07692307692307693,3,24,0.04,0.25,0.1799227195568659,-0.13333333333333333,1.3822040667094722e-08,0.24392562535223766,0.999995164415085,0.020338983050847456,452.0,2008-09-10 09:21:00,2008-09-20 05:25:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_2,1,19,1,0.05263157894736842,0,10,0.09090909090909091,1.0,0.14285714285714285,0.20100756305184242,2.485967773948589e-06,0.8196124415849547,0.9999994161514967,0.03389830508474576,452.0,2008-09-02 01:36:00,2008-09-20 03:58:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_2,2,126,2,0.015873015873015872,1,42,0.023255813953488372,0.5,0.026785714285714284,0.0425168300308433,8.2606582887374e-16,0.09737862777595899,0.9999998667045231,0.04745762711864407,452.0,2008-09-01 09:06:00,2008-09-20 05:34:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_2,3,117,4,0.03418803418803419,2,29,0.06451612903225806,0.5,0.04818777967007279,0.10020592358208932,1.904746602142059e-13,0.026613927842826627,0.9999999311228241,0.06779661016949153,452.0,2008-09-01 06:52:00,2008-09-19 21:14:00,descriptive,
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_2,threshold=0.2,314,11,,6,131,0.03676470588235294,0.45454545454545453,,,,0.08087667447044024,,,,,,descriptive,0.43312101910828027
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_2,threshold=0.5,314,11,,6,105,0.045454545454545456,0.45454545454545453,,,,0.08087667447044024,,,,,,descriptive,0.3503184713375796
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_2,threshold=0.8,314,11,,7,82,0.046511627906976744,0.36363636363636365,,,,0.08087667447044024,,,,,,descriptive,0.27388535031847133
all,logistic_regression_balanced,blocked_chronological_fold_3,all,313,11,0.03514376996805112,11,40,0.0,0.0,0.02706652528951172,-0.07305358669414876,0.0,0.0008327410594578056,0.9999449686460414,0.02711864406779661,468.0,2008-09-20 06:08:00,2008-10-02 19:25:00,descriptive,
temporal_block,logistic_regression_balanced,blocked_chronological_fold_3,1,177,2,0.011299435028248588,2,32,0.0,0.0,0.021157894736842105,-0.05022118564594756,3.7789174627852484e-11,0.0019022062437156274,0.9999449686460414,0.03389830508474576,468.0,2008-09-20 06:08:00,2008-09-27 00:16:00,descriptive,
temporal_block,logistic_regression_balanced,blocked_chronological_fold_3,2,136,9,0.0661764705882353,9,8,0.0,0.0,0.052983346136969714,-0.06655173820620854,0.0,0.00013707842178182963,0.9968819669920861,0.02711864406779661,468.0,2008-09-27 00:17:00,2008-10-02 19:25:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_3,0,161,5,0.031055900621118012,5,17,0.0,0.0,0.025108337557342,-0.06151285970292642,0.0,0.00019783560707132812,0.9999449686460414,0.020338983050847456,468.0,2008-09-20 11:18:00,2008-10-02 19:25:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_3,1,50,4,0.08,4,5,0.0,0.0,0.06449028886917085,-0.09829463743659808,3.0332883173329026e-12,0.000902586341090366,0.9535966414316199,0.03389830508474576,468.0,2008-09-20 06:08:00,2008-10-02 17:19:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_3,2,69,2,0.028985507246376812,2,13,0.0,0.0,0.04905437352245863,-0.083244444419147,1.5759372014569006e-09,0.005534800295489586,0.9968819669920861,0.04745762711864407,468.0,2008-09-20 07:21:00,2008-10-02 10:03:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_3,3,33,0,0.0,0,5,0.0,,,,4.6893458783555164e-11,0.0005569201447422477,0.9987459236568369,0.05423728813559322,468.0,2008-09-20 12:36:00,2008-10-02 08:57:00,descriptive,
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_3,threshold=0.2,313,11,,10,51,0.019230769230769232,0.09090909090909091,,,,0.0008327410594578056,,,,,,descriptive,0.16613418530351437
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_3,threshold=0.5,313,11,,11,40,0.0,0.0,,,,0.0008327410594578056,,,,,,descriptive,0.12779552715654952
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_3,threshold=0.8,313,11,,11,24,0.0,0.0,,,,0.0008327410594578056,,,,,,descriptive,0.07667731629392971
all,logistic_regression_balanced,blocked_chronological_fold_4,all,314,17,0.054140127388535034,14,16,0.15789473684210525,0.17647058823529413,0.1569818147178276,0.11635904688252087,0.0,0.00010899597301994054,0.9999998674160475,0.03389830508474576,468.0,2008-10-02 20:54:00,2008-10-17 06:07:00,descriptive,
temporal_block,logistic_regression_balanced,blocked_chronological_fold_4,2,54,3,0.05555555555555555,3,5,0.0,0.0,0.09235312899106002,-0.07747516350666292,0.0,0.0038170327783332942,0.9795727066681236,0.02711864406779661,468.0,2008-10-02 20:54:00,2008-10-05 04:01:00,descriptive,
temporal_block,logistic_regression_balanced,blocked_chronological_fold_4,3,260,14,0.05384615384615385,11,11,0.21428571428571427,0.21428571428571427,0.186393674765038,0.16957026713124274,0.0,3.196489826240857e-05,0.9999998674160475,0.03389830508474576,468.0,2008-10-05 04:20:00,2008-10-17 06:07:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_4,0,147,10,0.06802721088435375,9,7,0.125,0.1,0.25095794604313876,0.05428278553598134,0.0,3.374029722451554e-05,0.9999562252092633,0.02711864406779661,468.0,2008-10-02 20:54:00,2008-10-16 03:56:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_4,1,62,6,0.0967741935483871,4,5,0.2857142857142857,0.3333333333333333,0.23714607464607462,0.22798897650444602,0.0,0.0001872817999244224,0.9999998674160475,0.03389830508474576,468.0,2008-10-03 05:01:00,2008-10-15 17:19:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_4,2,62,1,0.016129032258064516,1,2,0.0,0.0,0.07692307692307693,-0.02337622911060922,0.0,8.706733930239004e-05,0.8748424504549321,0.04067796610169491,468.0,2008-10-03 02:41:00,2008-10-15 19:15:00,descriptive,
missingness_quantile,logistic_regression_balanced,blocked_chronological_fold_4,3,43,0,0.0,0,2,0.0,,,,0.0,0.0003586115314750688,0.9916856171266863,0.08135593220338982,468.0,2008-10-03 19:23:00,2008-10-17 06:07:00,descriptive,
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_4,threshold=0.2,314,17,,14,26,0.10344827586206896,0.17647058823529413,,,,0.00010899597301994054,,,,,,descriptive,0.09235668789808917
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_4,threshold=0.5,314,17,,14,16,0.15789473684210525,0.17647058823529413,,,,0.00010899597301994054,,,,,,descriptive,0.06050955414012739
threshold_sensitivity,logistic_regression_balanced,blocked_chronological_fold_4,threshold=0.8,314,17,,15,9,0.18181818181818182,0.11764705882352941,,,,0.00010899597301994054,,,,,,descriptive,0.03503184713375796
all,logistic_regression_balanced,expanding_train_future_test_60_20,all,313,11,0.03514376996805112,11,40,0.0,0.0,0.02706652528951172,-0.07305358669414876,0.0,0.0008327410594578056,0.9999449686460414,0.02711864406779661,468.0,2008-09-20 06:08:00,2008-10-02 19:25:00,descriptive,
temporal_block,logistic_regression_balanced,expanding_train_future_test_60_20,1,177,2,0.011299435028248588,2,32,0.0,0.0,0.021157894736842105,-0.05022118564594756,3.7789174627852484e-11,0.0019022062437156274,0.9999449686460414,0.03389830508474576,468.0,2008-09-20 06:08:00,2008-09-27 00:16:00,descriptive,
temporal_block,logistic_regression_balanced,expanding_train_future_test_60_20,2,136,9,0.0661764705882353,9,8,0.0,0.0,0.052983346136969714,-0.06655173820620854,0.0,0.00013707842178182963,0.9968819669920861,0.02711864406779661,468.0,2008-09-27 00:17:00,2008-10-02 19:25:00,descriptive,
missingness_quantile,logistic_regression_balanced,expanding_train_future_test_60_20,0,161,5,0.031055900621118012,5,17,0.0,0.0,0.025108337557342,-0.06151285970292642,0.0,0.00019783560707132812,0.9999449686460414,0.020338983050847456,468.0,2008-09-20 11:18:00,2008-10-02 19:25:00,descriptive,
missingness_quantile,logistic_regression_balanced,expanding_train_future_test_60_20,1,50,4,0.08,4,5,0.0,0.0,0.06449028886917085,-0.09829463743659808,3.0332883173329026e-12,0.000902586341090366,0.9535966414316199,0.03389830508474576,468.0,2008-09-20 06:08:00,2008-10-02 17:19:00,descriptive,
missingness_quantile,logistic_regression_balanced,expanding_train_future_test_60_20,2,69,2,0.028985507246376812,2,13,0.0,0.0,0.04905437352245863,-0.083244444419147,1.5759372014569006e-09,0.005534800295489586,0.9968819669920861,0.04745762711864407,468.0,2008-09-20 07:21:00,2008-10-02 10:03:00,descriptive,
missingness_quantile,logistic_regression_balanced,expanding_train_future_test_60_20,3,33,0,0.0,0,5,0.0,,,,4.6893458783555164e-11,0.0005569201447422477,0.9987459236568369,0.05423728813559322,468.0,2008-09-20 12:36:00,2008-10-02 08:57:00,descriptive,
threshold_sensitivity,logistic_regression_balanced,expanding_train_future_test_60_20,threshold=0.2,313,11,,10,51,0.019230769230769232,0.09090909090909091,,,,0.0008327410594578056,,,,,,descriptive,0.16613418530351437
threshold_sensitivity,logistic_regression_balanced,expanding_train_future_test_60_20,threshold=0.5,313,11,,11,40,0.0,0.0,,,,0.0008327410594578056,,,,,,descriptive,0.12779552715654952
threshold_sensitivity,logistic_regression_balanced,expanding_train_future_test_60_20,threshold=0.8,313,11,,11,24,0.0,0.0,,,,0.0008327410594578056,,,,,,descriptive,0.07667731629392971
all,logistic_regression_balanced,expanding_train_future_test_70_15,all,235,17,0.07234042553191489,17,5,0.0,0.0,0.06845546401091045,-0.041173453714569534,0.0,4.174877237148801e-05,0.979472630752075,0.02711864406779661,468.0,2008-09-26 03:12:00,2008-10-05 18:59:00,descriptive,
temporal_block,logistic_regression_balanced,expanding_train_future_test_70_15,1,21,0,0.0,0,1,0.0,,,,7.42401972080565e-08,0.0013605259768233165,0.979472630752075,0.02711864406779661,468.0,2008-09-26 03:12:00,2008-09-27 00:16:00,descriptive,
