reduced_formula_group,row_count,unique_material_id_count,unique_descriptor_vector_count,target_min,target_median,target_max,target_range,target_mean,target_std,target_mad,target_zero_count,mixed_zero_positive_status,theoretical_false_count,theoretical_true_count,polymorph_count,ambiguity_flag
ZnFe(SiO3)2,3,3,1,0.0287623434166732,0.0306248876666721,0.0428020526666728,0.014039709249999602,0.034063094583339365,0.006225983673685365,0.0018625442499989008,0,not_mixed,0,3,3,True
Li3Fe(Si2O5)3,3,3,1,0.0376313941999981,0.0419320369999987,0.0511655286999994,0.0135341345000013,0.043576319966665396,0.005646293711919,0.004300642800000601,0,not_mixed,0,3,3,True
Li5Fe5Si7O24,4,4,1,0.0813640862398337,0.08160727306910234,0.0926505503861765,0.011286464146342809,0.08430729569105372,0.004819265845088471,0.0001995902439029043,0,not_mixed,0,4,4,True
U6Fe16Si7,2,2,1,0.0,0.00560086620689755,0.0112017324137951,0.0112017324137951,0.00560086620689755,0.00560086620689755,0.00560086620689755,1,mixed_zero_positive,1,1,2,True
BaFe(Si2O5)2,3,3,1,0.0013957307812493,0.0036126732812498,0.012172265781249,0.010776534999999698,0.005726889947916034,0.0046465658097682985,0.0022169425000005,0,not_mixed,2,1,3,True
Mg14FeSiO16,2,2,1,0.2095960756249999,0.21492856156249962,0.2202610474999993,0.010664971874999402,0.21492856156249962,0.005332485937499701,0.005332485937499701,0,not_mixed,0,2,2,True
Na6Al4Fe(Si4O13)2,3,3,1,0.0,0.0003305182222206,0.0102503115555547,0.0102503115555547,0.003526943259258433,0.004756053792065874,0.0003305182222206,1,mixed_zero_positive,0,3,3,True
Li2FeSi4O11,2,2,1,0.0846978555154311,0.0894117319043199,0.0941256082932087,0.009427752777777604,0.0894117319043199,0.004713876388888802,0.004713876388888802,0,not_mixed,0,2,2,True
Li4FeSi2O7,2,2,1,0.0103611730357142,0.01464915312500055,0.0189371332142869,0.008575960178572699,0.01464915312500055,0.004287980089286349,0.004287980089286349,0,not_mixed,0,2,2,True
LaFe8Si5,2,2,1,0.0361599624107134,0.040388145446427395,0.0446163284821414,0.008456366071428002,0.040388145446427395,0.004228183035714001,0.004228183035714001,0,not_mixed,0,2,2,True
