schema_version,benchmark_id,metric_id,value,scope,status,provenance_ref
2.4.2,pgir_diffusion_1d_canonical,boundary_residual_max,0.0,all_grid_points_or_boundary,benchmark_executed_with_documented_numerical_error,590a0d95d4e0d2eef32e165c22466efacbe5e8f92270a05f85a3f153eedcf998
2.4.2,pgir_diffusion_1d_canonical,finite_value_check,True,all_grid_points_or_boundary,benchmark_executed_with_documented_numerical_error,590a0d95d4e0d2eef32e165c22466efacbe5e8f92270a05f85a3f153eedcf998
2.4.2,pgir_diffusion_1d_canonical,initial_condition_residual_max,1.2246467991473532e-16,all_grid_points_or_boundary,benchmark_executed_with_documented_numerical_error,590a0d95d4e0d2eef32e165c22466efacbe5e8f92270a05f85a3f153eedcf998
2.4.2,pgir_diffusion_1d_canonical,l2_error_all_grid_points,0.00034121645899975865,all_grid_points_or_boundary,benchmark_executed_with_documented_numerical_error,590a0d95d4e0d2eef32e165c22466efacbe5e8f92270a05f85a3f153eedcf998
2.4.2,pgir_diffusion_1d_canonical,l2_error_final_profile,0.000530682558161965,final_profile,benchmark_executed_with_documented_numerical_error,590a0d95d4e0d2eef32e165c22466efacbe5e8f92270a05f85a3f153eedcf998
2.4.2,pgir_diffusion_1d_canonical,maximum_absolute_error_final_profile,0.0007690320882955959,final_profile,benchmark_executed_with_documented_numerical_error,590a0d95d4e0d2eef32e165c22466efacbe5e8f92270a05f85a3f153eedcf998
2.4.2,pgir_diffusion_1d_canonical,minimum_numerical_value,0.0,all_grid_points_or_boundary,benchmark_executed_with_documented_numerical_error,590a0d95d4e0d2eef32e165c22466efacbe5e8f92270a05f85a3f153eedcf998
2.4.2,pgir_diffusion_1d_canonical,nonnegative_field_check,True,all_grid_points_or_boundary,benchmark_executed_with_documented_numerical_error,590a0d95d4e0d2eef32e165c22466efacbe5e8f92270a05f85a3f153eedcf998
