strategy,model_variant,metric,mean,median,std,min,max,valid_split_count,interpretation_flag
random,histogram_gradient_boosting_log1p,descriptor_novel_mae,0.06627312394403395,0.06461265422852988,0.0105838963537251,0.05260027082284711,0.0891689461393514,10,interpolation_baseline
random,histogram_gradient_boosting_raw,mae,0.11507970872033577,0.11897740820235797,0.02061260878735747,0.06705874019087138,0.14823165213966488,10,interpolation_baseline
random,histogram_gradient_boosting_raw,median_absolute_error,0.03527602882875139,0.03367637761005099,0.004283288220255856,0.030228611935817398,0.042024227538454625,10,interpolation_baseline
random,histogram_gradient_boosting_raw,rmse,0.36003874189151774,0.3238767387949806,0.11075970455750081,0.15131062960256692,0.5390407165512484,10,interpolation_baseline
random,histogram_gradient_boosting_raw,r2,-1.3923756241694687,-0.19728732443241415,3.3331447762339423,-11.214960397431318,0.3098222936130086,10,below_dummy_like_or_unstable
random,histogram_gradient_boosting_raw,spearman,0.45027383271352184,0.4400982985552061,0.04610415251988103,0.38820148828916806,0.5463034203188507,10,interpolation_baseline
random,histogram_gradient_boosting_raw,prediction_bias_mean,0.005822342027980517,0.001546081007864267,0.033674280742115086,-0.03674401396695297,0.06854250715656122,10,interpolation_baseline
random,histogram_gradient_boosting_raw,negative_prediction_rate,0.06904761904761905,0.07142857142857142,0.01135641906448745,0.047619047619047616,0.08928571428571429,10,interpolation_baseline
random,histogram_gradient_boosting_raw,descriptor_overlap_rate,0.4458333333333333,0.4464285714285714,0.03870878687592644,0.40476190476190477,0.5119047619047619,10,interpolation_baseline
random,histogram_gradient_boosting_raw,formula_overlap_rate,0.4458333333333333,0.4464285714285714,0.03870878687592644,0.40476190476190477,0.5119047619047619,10,interpolation_baseline
random,histogram_gradient_boosting_raw,chemical_system_overlap_rate,0.9005952380952381,0.9047619047619048,0.016203163796209744,0.8630952380952381,0.9166666666666666,10,interpolation_baseline
random,histogram_gradient_boosting_raw,descriptor_overlap_mae,0.1630498483611712,0.17841299590621762,0.044183111239276214,0.06952330986886827,0.2371782442670166,10,interpolation_baseline
random,histogram_gradient_boosting_raw,descriptor_novel_mae,0.07836376977660056,0.07734411944059316,0.009366737666423907,0.06447394760175269,0.09462449749526711,10,interpolation_baseline
random,ridge_log1p,mae,0.1096114361146614,0.11219466709929152,0.022116867061575524,0.07637119281486625,0.1392669445997274,10,interpolation_baseline
random,ridge_log1p,median_absolute_error,0.0558496488074531,0.0573444138664325,0.004844442068659911,0.04762448287150191,0.06324706040851596,10,interpolation_baseline
random,ridge_log1p,rmse,0.3332863855226576,0.3177569492719282,0.1676243082883884,0.10630146531092236,0.5748446347129309,10,interpolation_baseline
random,ridge_log1p,r2,-0.04373951766486352,0.013410849007279346,0.15493901273224867,-0.4968687319452012,0.0654873034602621,10,interpolation_baseline
random,ridge_log1p,spearman,0.3590619736986841,0.3530500781824944,0.06134916796353361,0.2642558643243645,0.4644585337719137,10,interpolation_baseline
random,ridge_log1p,prediction_bias_mean,-0.01952995098065745,-0.019957263706472442,0.028588706243152746,-0.05796432030806953,0.026425551811694842,10,interpolation_baseline
random,ridge_log1p,negative_prediction_rate,0.039285714285714285,0.03273809523809523,0.020824828195876072,0.011904761904761904,0.07738095238095238,10,interpolation_baseline
random,ridge_log1p,descriptor_overlap_rate,0.4458333333333333,0.4464285714285714,0.03870878687592644,0.40476190476190477,0.5119047619047619,10,interpolation_baseline
random,ridge_log1p,formula_overlap_rate,0.4458333333333333,0.4464285714285714,0.03870878687592644,0.40476190476190477,0.5119047619047619,10,interpolation_baseline
random,ridge_log1p,chemical_system_overlap_rate,0.9005952380952381,0.9047619047619048,0.016203163796209744,0.8630952380952381,0.9166666666666666,10,interpolation_baseline
random,ridge_log1p,descriptor_overlap_mae,0.15091323508628599,0.14437050105687776,0.05199604846790089,0.08771700712452414,0.2308880327318503,10,interpolation_baseline
random,ridge_log1p,descriptor_novel_mae,0.07846634817258308,0.0720526603259205,0.015259412215706892,0.06176447485540914,0.10665092850275808,10,interpolation_baseline
random,ridge_raw,mae,0.13477643182302615,0.13569382001360505,0.016481051814776923,0.10569436402367029,0.15698445580239498,10,interpolation_baseline
random,ridge_raw,median_absolute_error,0.08037623539906093,0.08287759366721625,0.006945999488723451,0.0686801176061994,0.0901038976381604,10,interpolation_baseline
random,ridge_raw,rmse,0.3442787563371996,0.32100440489683324,0.1517144353483654,0.14519487851379706,0.5702660975700982,10,interpolation_baseline
random,ridge_raw,r2,-0.3255169746974248,-0.02661362737226769,0.7034211485993976,-2.3477865224580206,0.05960505202834232,10,below_dummy_like_or_unstable
random,ridge_raw,spearman,0.2831941585831648,0.2831578978655488,0.05635522484352903,0.18218391381925128,0.359847726974735,10,interpolation_baseline
random,ridge_raw,prediction_bias_mean,0.009335110062415556,0.011018676444303915,0.03439209843094478,-0.03738669682139791,0.05980944136456819,10,interpolation_baseline
random,ridge_raw,negative_prediction_rate,0.08154761904761904,0.0744047619047619,0.032824561140386274,0.03571428571428571,0.1488095238095238,10,interpolation_baseline
random,ridge_raw,descriptor_overlap_rate,0.4458333333333333,0.4464285714285714,0.03870878687592644,0.40476190476190477,0.5119047619047619,10,interpolation_baseline
random,ridge_raw,formula_overlap_rate,0.4458333333333333,0.4464285714285714,0.03870878687592644,0.40476190476190477,0.5119047619047619,10,interpolation_baseline
random,ridge_raw,chemical_system_overlap_rate,0.9005952380952381,0.9047619047619048,0.016203163796209744,0.8630952380952381,0.9166666666666666,10,interpolation_baseline
random,ridge_raw,descriptor_overlap_mae,0.18771145294196886,0.1784765376888485,0.04282611086581086,0.13047265347161982,0.25045084557055136,10,interpolation_baseline
random,ridge_raw,descriptor_novel_mae,0.09416495025600727,0.08640761747644958,0.017053566417645116,0.074260089590046,0.1273452622382071,10,interpolation_baseline
reduced_formula_group,dummy_median,mae,0.10773965744071949,0.09623608466467708,0.036258242924171125,0.07031962888385306,0.20280737272353086,10,unseen_formula_generalization
reduced_formula_group,dummy_median,median_absolute_error,0.041879640176551915,0.04351027014296195,0.005438396199585458,0.03310828092120446,0.04833797623127904,10,unseen_formula_generalization
reduced_formula_group,dummy_median,rmse,0.3940310034229938,0.31248952983465716,0.20688843762383088,0.17580204568055777,0.8256868033838808,10,unseen_formula_generalization
reduced_formula_group,dummy_median,r2,-0.04203843045356252,-0.034608371896942325,0.01755768107432731,-0.07935681414129081,-0.023495290039547534,10,below_dummy_like_or_unstable
reduced_formula_group,dummy_median,prediction_bias_mean,-0.07394100055556005,-0.052771977277051615,0.037970668413381294,-0.17098067329249284,-0.03951471370328082,10,unseen_formula_generalization
reduced_formula_group,dummy_median,negative_prediction_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,dummy_median,descriptor_overlap_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,dummy_median,formula_overlap_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,dummy_median,chemical_system_overlap_rate,0.8372277174396323,0.8318760347682119,0.03591218629844576,0.762962962962963,0.8859649122807017,10,unseen_formula_generalization
reduced_formula_group,dummy_median,descriptor_novel_mae,0.10773965744071949,0.09623608466467708,0.036258242924171125,0.07031962888385306,0.20280737272353086,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,mae,0.10393085833247787,0.08555949090233825,0.03703580094796621,0.06924778043982274,0.19817663662078486,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,median_absolute_error,0.03440020603062743,0.03478668551391547,0.006466021800871003,0.025267441098996476,0.04220269933263977,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,rmse,0.3857291643483517,0.30701076555867635,0.20615962174962618,0.16784370096438705,0.8099340129598763,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,r2,0.014623018676569077,0.008993154279868354,0.03319607437364089,-0.03195609256062659,0.09275095915972964,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,spearman,0.4712810724935477,0.46340639589269184,0.08039788663803661,0.35115279280995576,0.6334091711018013,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,prediction_bias_mean,-0.0428736636051623,-0.033924974925761846,0.03555086967784872,-0.13201888466625206,-0.005416100165977246,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,negative_prediction_rate,0.056557742473137974,0.057289204097714735,0.02530610308425671,0.022388059701492536,0.09929078014184398,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,descriptor_overlap_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,formula_overlap_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,chemical_system_overlap_rate,0.8372277174396323,0.8318760347682119,0.03591218629844576,0.762962962962963,0.8859649122807017,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_log1p,descriptor_novel_mae,0.10393085833247787,0.08555949090233825,0.03703580094796621,0.06924778043982274,0.19817663662078486,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_raw,mae,0.11664268631185763,0.10438033894889578,0.03476874357275962,0.08590780693233821,0.20378440356391414,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_raw,median_absolute_error,0.043401738191784264,0.04500229573456507,0.00669093815830175,0.031077835924236692,0.05113561282733729,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_raw,rmse,0.3898070412894752,0.31372025023936745,0.1989900426203313,0.17886291261514292,0.8077145982410441,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_raw,r2,-0.03730231360736101,-0.009681689301683782,0.06402999690437845,-0.14393275131719552,0.043530732974103925,10,below_dummy_like_or_unstable
reduced_formula_group,histogram_gradient_boosting_raw,spearman,0.3920994263945653,0.3721909184314711,0.08661242592604373,0.27315151555363165,0.5618392774512079,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_raw,prediction_bias_mean,-0.030853489883284114,-0.02756689538301889,0.039189286088042743,-0.12429127853745164,0.01698780220557913,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_raw,negative_prediction_rate,0.06896501268209469,0.05893300248138958,0.02702413581775126,0.04046242774566474,0.1148936170212766,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_raw,descriptor_overlap_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_raw,formula_overlap_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_raw,chemical_system_overlap_rate,0.8372277174396323,0.8318760347682119,0.03591218629844576,0.762962962962963,0.8859649122807017,10,unseen_formula_generalization
reduced_formula_group,histogram_gradient_boosting_raw,descriptor_novel_mae,0.11664268631185763,0.10438033894889578,0.03476874357275962,0.08590780693233821,0.20378440356391414,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,mae,0.11934049857461926,0.10546017185461082,0.034553455838519036,0.08996923357798284,0.21238313071036094,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,median_absolute_error,0.056733099910544295,0.054463088164707116,0.008947066120951062,0.04526209927512095,0.07607902823357557,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,rmse,0.38482073200172084,0.30693345031754604,0.2044521530963409,0.17768536957113681,0.8132493096965725,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,r2,0.01116282271994582,0.022004000697375015,0.046326812663797276,-0.10260645032682136,0.07554822728897803,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,spearman,0.3771191678941362,0.3598879207574401,0.06526187328630159,0.2734291628009532,0.48562478717693225,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,prediction_bias_mean,-0.027970748155459368,-0.024179648229101177,0.04242972435360285,-0.1276407404491829,0.03945181110760946,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,negative_prediction_rate,0.04627800951099666,0.03882045539380366,0.020333132202092322,0.021505376344086023,0.0859375,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,descriptor_overlap_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,formula_overlap_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,chemical_system_overlap_rate,0.8372277174396323,0.8318760347682119,0.03591218629844576,0.762962962962963,0.8859649122807017,10,unseen_formula_generalization
reduced_formula_group,ridge_log1p,descriptor_novel_mae,0.11934049857461926,0.10546017185461082,0.034553455838519036,0.08996923357798284,0.21238313071036094,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,mae,0.1434473022407512,0.1327197537496217,0.03389142539944449,0.11178268311402914,0.22166036236993356,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,median_absolute_error,0.08254431120566504,0.0755098661238842,0.03182727382300162,0.05170615972095076,0.17549897605122494,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,rmse,0.39275785291099463,0.3137077882438208,0.19488009109615395,0.20995052333496858,0.8107666134381631,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,r2,-0.10094946987944835,0.012001142947019316,0.2941460317883743,-0.9672020044046017,0.06524942108127618,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,spearman,0.32595533215920447,0.30254374518816873,0.05446774606285918,0.2613798574988005,0.4166108643571006,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,prediction_bias_mean,0.0013156512378819697,-0.005001000837346914,0.057435887411270356,-0.11451518459685922,0.12351125028447536,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,negative_prediction_rate,0.08672181706428773,0.07399609539486277,0.035468893278735106,0.043859649122807015,0.1484375,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,descriptor_overlap_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,formula_overlap_rate,0.0,0.0,0.0,0.0,0.0,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,chemical_system_overlap_rate,0.8372277174396323,0.8318760347682119,0.03591218629844576,0.762962962962963,0.8859649122807017,10,unseen_formula_generalization
reduced_formula_group,ridge_raw,descriptor_novel_mae,0.1434473022407512,0.1327197537496217,0.03389142539944449,0.11178268311402914,0.22166036236993356,10,unseen_formula_generalization
