member_name,member_type,parsed_date,compressed_size,uncompressed_size,valid_daily_csv,inclusion_status,exclusion_reason,duplicate_date_status,schema_status,notes
2013/2013-11-22.csv,valid_daily_csv,2013-11-22,429417,4027545,True,included,,unique_date,compatible,
2013/2013-11-23.csv,valid_daily_csv,2013-11-23,429577,4027407,True,included,,unique_date,compatible,
2013/2013-11-24.csv,valid_daily_csv,2013-11-24,430212,4027456,True,included,,unique_date,compatible,
2013/2013-11-25.csv,valid_daily_csv,2013-11-25,430351,4027885,True,included,,unique_date,compatible,
2013/2013-11-26.csv,valid_daily_csv,2013-11-26,429438,4027729,True,included,,unique_date,compatible,
2013/2013-11-27.csv,valid_daily_csv,2013-11-27,430573,4027893,True,included,,unique_date,compatible,
2013/2013-11-28.csv,valid_daily_csv,2013-11-28,429514,4021061,True,included,,unique_date,compatible,
2013/2013-11-29.csv,valid_daily_csv,2013-11-29,427945,4020870,True,included,,unique_date,compatible,
2013/2013-11-30.csv,valid_daily_csv,2013-11-30,429557,4021126,True,included,,unique_date,compatible,
2013/2013-12-01.csv,valid_daily_csv,2013-12-01,429040,4021007,True,included,,unique_date,compatible,
2013/2013-12-02.csv,valid_daily_csv,2013-12-02,429409,4021578,True,included,,unique_date,compatible,
