zip_file,internal_csv_path,file_name,file_type,uncompressed_size_bytes,compressed_size_bytes,crc32,filename_stem,cell_id,source,chemistry,form_factor,temperature_C,soc_min_pct,soc_max_pct,soc_window,charge_c_rate,discharge_c_rate,protocol_label,metadata_parse_status,metadata_parse_message
Michigan Formation.zip,Michigan Formation/MICH_BLForm20_pouch_NMC_25C_0-100_1-1C_j_cycle_data.csv,MICH_BLForm20_pouch_NMC_25C_0-100_1-1C_j_cycle_data.csv,cycle_data,29680,9273,7a8e4917,MICH_BLForm20_pouch_NMC_25C_0-100_1-1C_j,MICH_BLForm20,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_BLForm2_pouch_NMC_45C_0-100_1-1C_b_cycle_data.csv,MICH_BLForm2_pouch_NMC_45C_0-100_1-1C_b_cycle_data.csv,cycle_data,33021,10324,1b25eed0,MICH_BLForm2_pouch_NMC_45C_0-100_1-1C_b,MICH_BLForm2,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_BLForm3_pouch_NMC_45C_0-100_1-1C_c_cycle_data.csv,MICH_BLForm3_pouch_NMC_45C_0-100_1-1C_c_cycle_data.csv,cycle_data,34336,10787,b633ffb9,MICH_BLForm3_pouch_NMC_45C_0-100_1-1C_c,MICH_BLForm3,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_BLForm4_pouch_NMC_45C_0-100_1-1C_d_cycle_data.csv,MICH_BLForm4_pouch_NMC_45C_0-100_1-1C_d_cycle_data.csv,cycle_data,32962,10293,3ca22e72,MICH_BLForm4_pouch_NMC_45C_0-100_1-1C_d,MICH_BLForm4,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_BLForm5_pouch_NMC_45C_0-100_1-1C_e_cycle_data.csv,MICH_BLForm5_pouch_NMC_45C_0-100_1-1C_e_cycle_data.csv,cycle_data,32869,10240,8d77135b,MICH_BLForm5_pouch_NMC_45C_0-100_1-1C_e,MICH_BLForm5,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_BLForm6_pouch_NMC_45C_0-100_1-1C_f_cycle_data.csv,MICH_BLForm6_pouch_NMC_45C_0-100_1-1C_f_cycle_data.csv,cycle_data,32495,10040,353cd006,MICH_BLForm6_pouch_NMC_45C_0-100_1-1C_f,MICH_BLForm6,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_BLForm7_pouch_NMC_45C_0-100_1-1C_g_cycle_data.csv,MICH_BLForm7_pouch_NMC_45C_0-100_1-1C_g_cycle_data.csv,cycle_data,32089,10024,41ecf9a0,MICH_BLForm7_pouch_NMC_45C_0-100_1-1C_g,MICH_BLForm7,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_BLForm8_pouch_NMC_45C_0-100_1-1C_h_cycle_data.csv,MICH_BLForm8_pouch_NMC_45C_0-100_1-1C_h_cycle_data.csv,cycle_data,32933,10198,325ee31a,MICH_BLForm8_pouch_NMC_45C_0-100_1-1C_h,MICH_BLForm8,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_BLForm9_pouch_NMC_45C_0-100_1-1C_i_cycle_data.csv,MICH_BLForm9_pouch_NMC_45C_0-100_1-1C_i_cycle_data.csv,cycle_data,40530,12646,801c8443,MICH_BLForm9_pouch_NMC_45C_0-100_1-1C_i,MICH_BLForm9,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm21_pouch_NMC_25C_0-100_1-1C_a_cycle_data.csv,MICH_MCForm21_pouch_NMC_25C_0-100_1-1C_a_cycle_data.csv,cycle_data,32064,9867,95fda965,MICH_MCForm21_pouch_NMC_25C_0-100_1-1C_a,MICH_MCForm21,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm22_pouch_NMC_25C_0-100_1-1C_b_cycle_data.csv,MICH_MCForm22_pouch_NMC_25C_0-100_1-1C_b_cycle_data.csv,cycle_data,33059,10424,88106a72,MICH_MCForm22_pouch_NMC_25C_0-100_1-1C_b,MICH_MCForm22,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm23_pouch_NMC_25C_0-100_1-1C_c_cycle_data.csv,MICH_MCForm23_pouch_NMC_25C_0-100_1-1C_c_cycle_data.csv,cycle_data,36479,11194,776f804d,MICH_MCForm23_pouch_NMC_25C_0-100_1-1C_c,MICH_MCForm23,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm24_pouch_NMC_25C_0-100_1-1C_d_cycle_data.csv,MICH_MCForm24_pouch_NMC_25C_0-100_1-1C_d_cycle_data.csv,cycle_data,32016,9957,a4ac3662,MICH_MCForm24_pouch_NMC_25C_0-100_1-1C_d,MICH_MCForm24,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm25_pouch_NMC_25C_0-100_1-1C_e_cycle_data.csv,MICH_MCForm25_pouch_NMC_25C_0-100_1-1C_e_cycle_data.csv,cycle_data,39782,12281,2a3a648e,MICH_MCForm25_pouch_NMC_25C_0-100_1-1C_e,MICH_MCForm25,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm26_pouch_NMC_25C_0-100_1-1C_f_cycle_data.csv,MICH_MCForm26_pouch_NMC_25C_0-100_1-1C_f_cycle_data.csv,cycle_data,39715,12323,1b39a97a,MICH_MCForm26_pouch_NMC_25C_0-100_1-1C_f,MICH_MCForm26,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm27_pouch_NMC_25C_0-100_1-1C_g_cycle_data.csv,MICH_MCForm27_pouch_NMC_25C_0-100_1-1C_g_cycle_data.csv,cycle_data,36487,11355,1e280ee7,MICH_MCForm27_pouch_NMC_25C_0-100_1-1C_g,MICH_MCForm27,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm28_pouch_NMC_25C_0-100_1-1C_h_cycle_data.csv,MICH_MCForm28_pouch_NMC_25C_0-100_1-1C_h_cycle_data.csv,cycle_data,39845,12311,b57ace95,MICH_MCForm28_pouch_NMC_25C_0-100_1-1C_h,MICH_MCForm28,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i_cycle_data.csv,MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i_cycle_data.csv,cycle_data,37386,11654,d8b77be3,MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i,MICH_MCForm29,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j_cycle_data.csv,MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j_cycle_data.csv,cycle_data,36469,11236,be0df685,MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j,MICH_MCForm30,Michigan Formation,NMC,pouch,25.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|25C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a_cycle_data.csv,MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a_cycle_data.csv,cycle_data,34220,10665,ddb9e687,MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a,MICH_MCForm31,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b_cycle_data.csv,MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b_cycle_data.csv,cycle_data,33033,10444,251b2f75,MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b,MICH_MCForm32,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c_cycle_data.csv,MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c_cycle_data.csv,cycle_data,33665,10516,9445fe44,MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c,MICH_MCForm33,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d_cycle_data.csv,MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d_cycle_data.csv,cycle_data,38886,11867,2f0cf3d0,MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d,MICH_MCForm34,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e_cycle_data.csv,MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e_cycle_data.csv,cycle_data,29854,9263,a40fe6c4,MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e,MICH_MCForm35,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f_cycle_data.csv,MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f_cycle_data.csv,cycle_data,36311,11271,ed267f3a,MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f,MICH_MCForm36,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g_cycle_data.csv,MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g_cycle_data.csv,cycle_data,36314,11109,e6a8c663,MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g,MICH_MCForm37,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h_cycle_data.csv,MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h_cycle_data.csv,cycle_data,33622,10503,78eb6e86,MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h,MICH_MCForm38,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i_cycle_data.csv,MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i_cycle_data.csv,cycle_data,36274,11273,fd8a4de4,MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i,MICH_MCForm39,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Michigan Formation.zip,Michigan Formation/MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j_cycle_data.csv,MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j_cycle_data.csv,cycle_data,36043,11281,76b559c7,MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j,MICH_MCForm40,Michigan Formation,NMC,pouch,45.0,0.0,100.0,0-100,1.0,1.0,NMC|pouch|45C|0-100|1-1C,parsed,
Oxford.zip,Oxford/OX_1-1_pouch_LCO_40C_0-100_2-1.84C_a_cycle_data.csv,OX_1-1_pouch_LCO_40C_0-100_2-1.84C_a_cycle_data.csv,cycle_data,5459,1771,ef216656,OX_1-1_pouch_LCO_40C_0-100_2-1.84C_a,OX_1-1,Oxford,LCO,pouch,40.0,0.0,100.0,0-100,2.0,1.84,LCO|pouch|40C|0-100|2-1.84C,parsed,
Oxford.zip,Oxford/OX_1-2_pouch_LCO_40C_0-100_2-1.84C_b_cycle_data.csv,OX_1-2_pouch_LCO_40C_0-100_2-1.84C_b_cycle_data.csv,cycle_data,5141,1680,38b49679,OX_1-2_pouch_LCO_40C_0-100_2-1.84C_b,OX_1-2,Oxford,LCO,pouch,40.0,0.0,100.0,0-100,2.0,1.84,LCO|pouch|40C|0-100|2-1.84C,parsed,
Oxford.zip,Oxford/OX_1-3_pouch_LCO_40C_0-100_2-1.84C_c_cycle_data.csv,OX_1-3_pouch_LCO_40C_0-100_2-1.84C_c_cycle_data.csv,cycle_data,5341,1753,7fb8b2cc,OX_1-3_pouch_LCO_40C_0-100_2-1.84C_c,OX_1-3,Oxford,LCO,pouch,40.0,0.0,100.0,0-100,2.0,1.84,LCO|pouch|40C|0-100|2-1.84C,parsed,
Oxford.zip,Oxford/OX_1-4_pouch_LCO_40C_0-100_2-1.84C_d_cycle_data.csv,OX_1-4_pouch_LCO_40C_0-100_2-1.84C_d_cycle_data.csv,cycle_data,3349,1149,245c632b,OX_1-4_pouch_LCO_40C_0-100_2-1.84C_d,OX_1-4,Oxford,LCO,pouch,40.0,0.0,100.0,0-100,2.0,1.84,LCO|pouch|40C|0-100|2-1.84C,parsed,
Oxford.zip,Oxford/OX_1-5_pouch_LCO_40C_0-100_2-1.84C_e_cycle_data.csv,OX_1-5_pouch_LCO_40C_0-100_2-1.84C_e_cycle_data.csv,cycle_data,3279,1126,822f57b7,OX_1-5_pouch_LCO_40C_0-100_2-1.84C_e,OX_1-5,Oxford,LCO,pouch,40.0,0.0,100.0,0-100,2.0,1.84,LCO|pouch|40C|0-100|2-1.84C,parsed,
Oxford.zip,Oxford/OX_1-6_pouch_LCO_40C_0-100_2-1.84C_f_cycle_data.csv,OX_1-6_pouch_LCO_40C_0-100_2-1.84C_f_cycle_data.csv,cycle_data,3287,1114,d2312af3,OX_1-6_pouch_LCO_40C_0-100_2-1.84C_f,OX_1-6,Oxford,LCO,pouch,40.0,0.0,100.0,0-100,2.0,1.84,LCO|pouch|40C|0-100|2-1.84C,parsed,
Oxford.zip,Oxford/OX_1-7_pouch_LCO_40C_0-100_2-1.84C_g_cycle_data.csv,OX_1-7_pouch_LCO_40C_0-100_2-1.84C_g_cycle_data.csv,cycle_data,5390,1751,ec84ff28,OX_1-7_pouch_LCO_40C_0-100_2-1.84C_g,OX_1-7,Oxford,LCO,pouch,40.0,0.0,100.0,0-100,2.0,1.84,LCO|pouch|40C|0-100|2-1.84C,parsed,
Oxford.zip,Oxford/OX_1-8_pouch_LCO_40C_0-100_2-1.84C_h_cycle_data.csv,OX_1-8_pouch_LCO_40C_0-100_2-1.84C_h_cycle_data.csv,cycle_data,5316,1736,670a28af,OX_1-8_pouch_LCO_40C_0-100_2-1.84C_h,OX_1-8,Oxford,LCO,pouch,40.0,0.0,100.0,0-100,2.0,1.84,LCO|pouch|40C|0-100|2-1.84C,parsed,
SNL LFP.zip,SNL LFP/SNL_18650_LFP_15C_0-100_0.5-1C_a_cycle_data.csv,SNL_18650_LFP_15C_0-100_0.5-1C_a_cycle_data.csv,cycle_data,534667,143504,3a34472d,SNL_18650_LFP_15C_0-100_0.5-1C_a,unknown,SNL LFP,LFP,18650,15.0,0.0,100.0,0-100,0.5,1.0,LFP|18650|15C|0-100|0.5-1C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_15C_0-100_0.5-1C_b_cycle_data.csv,SNL_18650_LFP_15C_0-100_0.5-1C_b_cycle_data.csv,cycle_data,422357,112438,baa3c59c,SNL_18650_LFP_15C_0-100_0.5-1C_b,unknown,SNL LFP,LFP,18650,15.0,0.0,100.0,0-100,0.5,1.0,LFP|18650|15C|0-100|0.5-1C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_15C_0-100_0.5-2C_a_cycle_data.csv,SNL_18650_LFP_15C_0-100_0.5-2C_a_cycle_data.csv,cycle_data,445538,119253,e79b07b8,SNL_18650_LFP_15C_0-100_0.5-2C_a,unknown,SNL LFP,LFP,18650,15.0,0.0,100.0,0-100,0.5,2.0,LFP|18650|15C|0-100|0.5-2C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_15C_0-100_0.5-2C_b_cycle_data.csv,SNL_18650_LFP_15C_0-100_0.5-2C_b_cycle_data.csv,cycle_data,441873,119816,d5f7d79f,SNL_18650_LFP_15C_0-100_0.5-2C_b,unknown,SNL LFP,LFP,18650,15.0,0.0,100.0,0-100,0.5,2.0,LFP|18650|15C|0-100|0.5-2C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-0.5C_a_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-0.5C_a_cycle_data.csv,cycle_data,365064,97712,a59b8e83,SNL_18650_LFP_25C_0-100_0.5-0.5C_a,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,0.5,LFP|18650|25C|0-100|0.5-0.5C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-1C_a_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-1C_a_cycle_data.csv,cycle_data,422541,113756,7d8c8c22,SNL_18650_LFP_25C_0-100_0.5-1C_a,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,1.0,LFP|18650|25C|0-100|0.5-1C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-1C_b_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-1C_b_cycle_data.csv,cycle_data,418632,113652,ce01b9fe,SNL_18650_LFP_25C_0-100_0.5-1C_b,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,1.0,LFP|18650|25C|0-100|0.5-1C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-1C_c_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-1C_c_cycle_data.csv,cycle_data,359351,96828,3b858103,SNL_18650_LFP_25C_0-100_0.5-1C_c,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,1.0,LFP|18650|25C|0-100|0.5-1C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-1C_d_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-1C_d_cycle_data.csv,cycle_data,361248,97278,8a11f284,SNL_18650_LFP_25C_0-100_0.5-1C_d,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,1.0,LFP|18650|25C|0-100|0.5-1C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-2C_a_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-2C_a_cycle_data.csv,cycle_data,422168,114123,603f8f6f,SNL_18650_LFP_25C_0-100_0.5-2C_a,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,2.0,LFP|18650|25C|0-100|0.5-2C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-2C_b_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-2C_b_cycle_data.csv,cycle_data,480042,129982,10043706,SNL_18650_LFP_25C_0-100_0.5-2C_b,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,2.0,LFP|18650|25C|0-100|0.5-2C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-3C_a_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-3C_a_cycle_data.csv,cycle_data,538619,148421,5e75336a,SNL_18650_LFP_25C_0-100_0.5-3C_a,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,3.0,LFP|18650|25C|0-100|0.5-3C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-3C_b_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-3C_b_cycle_data.csv,cycle_data,475778,132976,036f088b,SNL_18650_LFP_25C_0-100_0.5-3C_b,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,3.0,LFP|18650|25C|0-100|0.5-3C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-3C_c_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-3C_c_cycle_data.csv,cycle_data,415313,117062,7f81f1ab,SNL_18650_LFP_25C_0-100_0.5-3C_c,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,3.0,LFP|18650|25C|0-100|0.5-3C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_0-100_0.5-3C_d_cycle_data.csv,SNL_18650_LFP_25C_0-100_0.5-3C_d_cycle_data.csv,cycle_data,479122,132215,cf2cb09f,SNL_18650_LFP_25C_0-100_0.5-3C_d,unknown,SNL LFP,LFP,18650,25.0,0.0,100.0,0-100,0.5,3.0,LFP|18650|25C|0-100|0.5-3C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_20-80_0.5-0.5C_a_cycle_data.csv,SNL_18650_LFP_25C_20-80_0.5-0.5C_a_cycle_data.csv,cycle_data,890741,237604,2210c263,SNL_18650_LFP_25C_20-80_0.5-0.5C_a,unknown,SNL LFP,LFP,18650,25.0,20.0,80.0,20-80,0.5,0.5,LFP|18650|25C|20-80|0.5-0.5C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_20-80_0.5-0.5C_b_cycle_data.csv,SNL_18650_LFP_25C_20-80_0.5-0.5C_b_cycle_data.csv,cycle_data,901315,238609,df1e06a3,SNL_18650_LFP_25C_20-80_0.5-0.5C_b,unknown,SNL LFP,LFP,18650,25.0,20.0,80.0,20-80,0.5,0.5,LFP|18650|25C|20-80|0.5-0.5C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_20-80_0.5-0.5C_c_cycle_data.csv,SNL_18650_LFP_25C_20-80_0.5-0.5C_c_cycle_data.csv,cycle_data,720033,188687,a163bcb9,SNL_18650_LFP_25C_20-80_0.5-0.5C_c,unknown,SNL LFP,LFP,18650,25.0,20.0,80.0,20-80,0.5,0.5,LFP|18650|25C|20-80|0.5-0.5C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_20-80_0.5-0.5C_d_cycle_data.csv,SNL_18650_LFP_25C_20-80_0.5-0.5C_d_cycle_data.csv,cycle_data,798226,210089,843bb580,SNL_18650_LFP_25C_20-80_0.5-0.5C_d,unknown,SNL LFP,LFP,18650,25.0,20.0,80.0,20-80,0.5,0.5,LFP|18650|25C|20-80|0.5-0.5C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_20-80_0.5-3C_a_cycle_data.csv,SNL_18650_LFP_25C_20-80_0.5-3C_a_cycle_data.csv,cycle_data,351452,93233,d3455e1c,SNL_18650_LFP_25C_20-80_0.5-3C_a,unknown,SNL LFP,LFP,18650,25.0,20.0,80.0,20-80,0.5,3.0,LFP|18650|25C|20-80|0.5-3C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_40-60_0.5-0.5C_a_cycle_data.csv,SNL_18650_LFP_25C_40-60_0.5-0.5C_a_cycle_data.csv,cycle_data,2347062,592091,f1d5830c,SNL_18650_LFP_25C_40-60_0.5-0.5C_a,unknown,SNL LFP,LFP,18650,25.0,40.0,60.0,40-60,0.5,0.5,LFP|18650|25C|40-60|0.5-0.5C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_40-60_0.5-0.5C_b_cycle_data.csv,SNL_18650_LFP_25C_40-60_0.5-0.5C_b_cycle_data.csv,cycle_data,2225866,562141,5a9b5409,SNL_18650_LFP_25C_40-60_0.5-0.5C_b,unknown,SNL LFP,LFP,18650,25.0,40.0,60.0,40-60,0.5,0.5,LFP|18650|25C|40-60|0.5-0.5C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_40-60_0.5-3C_a_cycle_data.csv,SNL_18650_LFP_25C_40-60_0.5-3C_a_cycle_data.csv,cycle_data,1504531,369051,b0dc2fac,SNL_18650_LFP_25C_40-60_0.5-3C_a,unknown,SNL LFP,LFP,18650,25.0,40.0,60.0,40-60,0.5,3.0,LFP|18650|25C|40-60|0.5-3C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_25C_40-60_0.5-3C_b_cycle_data.csv,SNL_18650_LFP_25C_40-60_0.5-3C_b_cycle_data.csv,cycle_data,1382736,345171,3722ba21,SNL_18650_LFP_25C_40-60_0.5-3C_b,unknown,SNL LFP,LFP,18650,25.0,40.0,60.0,40-60,0.5,3.0,LFP|18650|25C|40-60|0.5-3C,partially_parsed,missing fields: cell_id
SNL LFP.zip,SNL LFP/SNL_18650_LFP_35C_0-100_0.5-1C_a_cycle_data.csv,SNL_18650_LFP_35C_0-100_0.5-1C_a_cycle_data.csv,cycle_data,373571,93845,a3be9f12,SNL_18650_LFP_35C_0-100_0.5-1C_a,unknown,SNL LFP,LFP,18650,35.0,0.0,100.0,0-100,0.5,1.0,LFP|18650|35C|0-100|0.5-1C,partially_parsed,missing fields: cell_id
