split_strategy,model_variant,stratum_type,stratum_value,row_count,coverage,mae,median_absolute_error,rmse,bias,spearman,negative_prediction_rate
chemical_system_group,ridge_raw,formula_ambiguity,ambiguous_formula_group,730,0.45285359801488834,0.14740296821103335,0.0411744180598257,0.5730848110359186,-0.08202305346969502,-0.017077815033114917,0.03972602739726028
chemical_system_group,ridge_raw,formula_ambiguity,non_ambiguous_formula_group,4,0.0024813895781637717,0.03988117639961298,0.03988117639961295,0.04245365869675432,0.03988117639961298,,0.0
chemical_system_group,ridge_raw,formula_ambiguity,singleton_formula_group,878,0.5446650124069479,0.0790442800205666,0.0606119997153102,0.1462651988532702,0.023680827677754042,0.22790329794536887,0.13211845102505695
random,dummy_median,formula_ambiguity,ambiguous_formula_group,794,0.4726190476190476,0.13380125069480356,0.033793501937539,0.5235806113875229,-0.11458669222055816,-0.0617317771949396,0.0
random,dummy_median,formula_ambiguity,non_ambiguous_formula_group,3,0.0017857142857142857,0.047206583963958236,0.0470921781473232,0.047223927463943736,0.047206583963958236,,0.0
random,dummy_median,formula_ambiguity,singleton_formula_group,883,0.5255952380952381,0.06668596089656789,0.0456995564409736,0.17280280085957522,-0.01771402454765434,-0.08397300182862795,0.0
random,histogram_gradient_boosting_log1p,formula_ambiguity,ambiguous_formula_group,794,0.4726190476190476,0.14123325059329742,0.029988521471921,0.49790892655479385,-0.04061167084809162,0.43384303379614936,0.008816120906801008
random,histogram_gradient_boosting_log1p,formula_ambiguity,non_ambiguous_formula_group,3,0.0017857142857142857,0.041377078269496104,0.0495348471023549,0.04526022241341029,0.041377078269496104,,0.0
random,histogram_gradient_boosting_log1p,formula_ambiguity,singleton_formula_group,883,0.5255952380952381,0.06119248591602205,0.0328518713968597,0.1723668814697744,0.005948106437514524,0.5426651625440324,0.08493771234428087
random,histogram_gradient_boosting_raw,formula_ambiguity,ambiguous_formula_group,794,0.4726190476190476,0.16149731732534447,0.0309326215880494,0.5122649123454721,-0.007334491784524176,0.4012992829139023,0.0163727959697733
random,histogram_gradient_boosting_raw,formula_ambiguity,non_ambiguous_formula_group,3,0.0017857142857142857,0.07603969836319874,0.0763390646807989,0.07694259178386473,0.07603969836319874,,0.0
random,histogram_gradient_boosting_raw,formula_ambiguity,singleton_formula_group,883,0.5255952380952381,0.07347329739382889,0.0390842522402248,0.18435120954464168,0.017414498288595474,0.4500961007572716,0.11664779161947905
random,ridge_log1p,formula_ambiguity,ambiguous_formula_group,794,0.4726190476190476,0.14939463441031442,0.0626492920876293,0.510626952161231,-0.0498868615247957,0.20871216637287313,0.008816120906801008
random,ridge_log1p,formula_ambiguity,non_ambiguous_formula_group,3,0.0017857142857142857,0.045302026805710736,0.048342080465097,0.045639786041989344,0.045302026805710736,,0.0
random,ridge_log1p,formula_ambiguity,singleton_formula_group,883,0.5255952380952381,0.07405658762222456,0.0503799116986896,0.17416638015555166,0.007546935812872099,0.33812322737151623,0.06681766704416761
random,ridge_raw,formula_ambiguity,ambiguous_formula_group,794,0.4726190476190476,0.18544622346875356,0.0987067617005388,0.5103885681162273,-0.00780355961697928,0.1381501542429975,0.03526448362720403
random,ridge_raw,formula_ambiguity,non_ambiguous_formula_group,3,0.0017857142857142857,0.03827196081588023,0.0383361816364932,0.03899846998458602,0.03827196081588023,,0.0
random,ridge_raw,formula_ambiguity,singleton_formula_group,883,0.5255952380952381,0.08954166267955364,0.0658825343765172,0.1872403316902288,0.024648012863297826,0.23627156213276446,0.12344280860702152
reduced_formula_group,dummy_median,formula_ambiguity,ambiguous_formula_group,788,0.47270545890821836,0.15330957986348684,0.03592335656536695,0.6315046850755464,-0.13482398516352384,-0.008118979192391448,0.0
reduced_formula_group,dummy_median,formula_ambiguity,singleton_formula_group,879,0.5272945410917816,0.06676279418510124,0.0427789822860589,0.1790285215842133,-0.02212155012592852,0.0095580416370516,0.0
reduced_formula_group,histogram_gradient_boosting_log1p,formula_ambiguity,ambiguous_formula_group,788,0.47270545890821836,0.15281016027198,0.0323808768302279,0.6218424228801205,-0.0959168982667017,0.2637833900511623,0.01903553299492386
