cycle_series_id,zip_file,internal_csv_path,file_name,source,cell_id,chemistry,form_factor,temperature_C,soc_window,charge_c_rate,discharge_c_rate,capacity_unit,total_rows,valid_cycle_rows,warning_rows,invalid_rows,min_cycle_index,max_cycle_index,baseline_capacity,baseline_cycle_count,baseline_method,baseline_status,initial_retention_pct,final_retention_pct,min_retention_pct,first_cycle_below_80pct,persistent_cycle_below_80pct,first_cycle_below_70pct,persistent_cycle_below_70pct,reached_80pct_threshold,reached_70pct_threshold,observed_censored_80pct,observed_censored_70pct,has_duplicate_cycle_index,has_nonmonotonic_cycle_index,mixed_capacity_unit,data_quality_status,data_quality_message
ba_d03cb499828d,Michigan Formation.zip,Michigan Formation/MICH_BLForm10_pouch_NMC_25C_0-100_1-1C_j_cycle_data.csv,MICH_BLForm10_pouch_NMC_25C_0-100_1-1C_j_cycle_data.csv,Michigan Formation,MICH_BLForm10,NMC,pouch,25.0,0-100,1.0,1.0,Ah,518,518,0,0,1.0,518.0,2.486,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.24135156878519,27.956556717618657,0.8045052292839903,53.0,326.0,53.0,371.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_2f117c4600e2,Michigan Formation.zip,Michigan Formation/MICH_BLForm11_pouch_NMC_25C_0-100_1-1C_a_cycle_data.csv,MICH_BLForm11_pouch_NMC_25C_0-100_1-1C_a_cycle_data.csv,Michigan Formation,MICH_BLForm11,NMC,pouch,25.0,0-100,1.0,1.0,Ah,450,450,0,0,1.0,450.0,2.386,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.84995808885165,47.69488683989941,4.652137468566639,53.0,329.0,53.0,377.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_ec6e37bf658b,Michigan Formation.zip,Michigan Formation/MICH_BLForm12_pouch_NMC_25C_0-100_1-1C_b_cycle_data.csv,MICH_BLForm12_pouch_NMC_25C_0-100_1-1C_b_cycle_data.csv,Michigan Formation,MICH_BLForm12,NMC,pouch,25.0,0-100,1.0,1.0,Ah,458,457,1,0,1.0,458.0,2.37,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.91139240506328,0.0,0.0,53.0,305.0,53.0,345.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_957fc9fa2ee2,Michigan Formation.zip,Michigan Formation/MICH_BLForm13_pouch_NMC_25C_0-100_1-1C_c_cycle_data.csv,MICH_BLForm13_pouch_NMC_25C_0-100_1-1C_c_cycle_data.csv,Michigan Formation,MICH_BLForm13,NMC,pouch,25.0,0-100,1.0,1.0,Ah,463,462,1,0,1.0,463.0,2.388,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.59631490787271,0.0,0.0,53.0,298.0,53.0,335.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_6cdf97fcd46e,Michigan Formation.zip,Michigan Formation/MICH_BLForm14_pouch_NMC_25C_0-100_1-1C_d_cycle_data.csv,MICH_BLForm14_pouch_NMC_25C_0-100_1-1C_d_cycle_data.csv,Michigan Formation,MICH_BLForm14,NMC,pouch,25.0,0-100,1.0,1.0,Ah,506,505,1,0,1.0,506.0,2.378,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.64928511354078,0.0,0.0,53.0,337.0,53.0,393.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_02241f5d6afa,Michigan Formation.zip,Michigan Formation/MICH_BLForm15_pouch_NMC_25C_0-100_1-1C_e_cycle_data.csv,MICH_BLForm15_pouch_NMC_25C_0-100_1-1C_e_cycle_data.csv,Michigan Formation,MICH_BLForm15,NMC,pouch,25.0,0-100,1.0,1.0,Ah,469,468,1,0,1.0,469.0,2.384,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.76845637583894,0.0,0.0,53.0,308.0,53.0,345.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_511aa2c30e02,Michigan Formation.zip,Michigan Formation/MICH_BLForm16_pouch_NMC_25C_0-100_1-1C_f_cycle_data.csv,MICH_BLForm16_pouch_NMC_25C_0-100_1-1C_f_cycle_data.csv,Michigan Formation,MICH_BLForm16,NMC,pouch,25.0,0-100,1.0,1.0,Ah,469,469,0,0,1.0,469.0,2.371,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.57275411218896,63.854913538591305,4.808097849008857,53.0,319.0,53.0,357.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_247fe262c5d7,Michigan Formation.zip,Michigan Formation/MICH_BLForm17_pouch_NMC_25C_0-100_1-1C_g_cycle_data.csv,MICH_BLForm17_pouch_NMC_25C_0-100_1-1C_g_cycle_data.csv,Michigan Formation,MICH_BLForm17,NMC,pouch,25.0,0-100,1.0,1.0,Ah,470,470,0,0,1.0,470.0,2.378,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.8174936921783,43.18755256518082,4.878048780487805,53.0,283.0,53.0,312.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_0ac591d2c8fd,Michigan Formation.zip,Michigan Formation/MICH_BLForm18_pouch_NMC_25C_0-100_1-1C_h_cycle_data.csv,MICH_BLForm18_pouch_NMC_25C_0-100_1-1C_h_cycle_data.csv,Michigan Formation,MICH_BLForm18,NMC,pouch,25.0,0-100,1.0,1.0,Ah,464,463,1,0,1.0,464.0,2.373,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.99199325747996,0.0,0.0,53.0,289.0,53.0,324.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_276b6ee3e1cd,Michigan Formation.zip,Michigan Formation/MICH_BLForm19_pouch_NMC_25C_0-100_1-1C_i_cycle_data.csv,MICH_BLForm19_pouch_NMC_25C_0-100_1-1C_i_cycle_data.csv,Michigan Formation,MICH_BLForm19,NMC,pouch,25.0,0-100,1.0,1.0,Ah,469,469,0,0,1.0,469.0,2.373,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.61272650653181,43.531394858828484,4.9304677623261695,53.0,306.0,53.0,347.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_00fe25a8656f,Michigan Formation.zip,Michigan Formation/MICH_BLForm1_pouch_NMC_45C_0-100_1-1C_a_cycle_data.csv,MICH_BLForm1_pouch_NMC_45C_0-100_1-1C_a_cycle_data.csv,Michigan Formation,MICH_BLForm1,NMC,pouch,45.0,0-100,1.0,1.0,Ah,520,519,1,0,1.0,520.0,2.496,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.20032051282051,0.0,0.0,53.0,315.0,53.0,346.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_f59f1257d865,Michigan Formation.zip,Michigan Formation/MICH_BLForm20_pouch_NMC_25C_0-100_1-1C_j_cycle_data.csv,MICH_BLForm20_pouch_NMC_25C_0-100_1-1C_j_cycle_data.csv,Michigan Formation,MICH_BLForm20,NMC,pouch,25.0,0-100,1.0,1.0,Ah,468,468,0,0,1.0,468.0,2.391,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,103.05311585110832,4.1405269761606025,4.1405269761606025,53.0,286.0,53.0,314.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_dc664516734d,Michigan Formation.zip,Michigan Formation/MICH_BLForm2_pouch_NMC_45C_0-100_1-1C_b_cycle_data.csv,MICH_BLForm2_pouch_NMC_45C_0-100_1-1C_b_cycle_data.csv,Michigan Formation,MICH_BLForm2,NMC,pouch,45.0,0-100,1.0,1.0,Ah,521,521,0,0,1.0,521.0,2.495,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.36072144288578,0.280561122244489,0.280561122244489,53.0,304.0,53.0,332.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_4a2790a557ee,Michigan Formation.zip,Michigan Formation/MICH_BLForm3_pouch_NMC_45C_0-100_1-1C_c_cycle_data.csv,MICH_BLForm3_pouch_NMC_45C_0-100_1-1C_c_cycle_data.csv,Michigan Formation,MICH_BLForm3,NMC,pouch,45.0,0-100,1.0,1.0,Ah,542,541,1,0,1.0,542.0,2.483,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.56383407168748,0.0,0.0,53.0,354.0,53.0,441.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_2cbe6715d248,Michigan Formation.zip,Michigan Formation/MICH_BLForm4_pouch_NMC_45C_0-100_1-1C_d_cycle_data.csv,MICH_BLForm4_pouch_NMC_45C_0-100_1-1C_d_cycle_data.csv,Michigan Formation,MICH_BLForm4,NMC,pouch,45.0,0-100,1.0,1.0,Ah,520,520,0,0,1.0,520.0,2.473,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.56611403154065,42.01374848362313,0.8491710473109584,53.0,304.0,53.0,333.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_faa19cb8d634,Michigan Formation.zip,Michigan Formation/MICH_BLForm5_pouch_NMC_45C_0-100_1-1C_e_cycle_data.csv,MICH_BLForm5_pouch_NMC_45C_0-100_1-1C_e_cycle_data.csv,Michigan Formation,MICH_BLForm5,NMC,pouch,45.0,0-100,1.0,1.0,Ah,519,518,1,0,1.0,519.0,2.492,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.60192616372392,0.0,0.0,53.0,320.0,53.0,355.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_f39bea58f808,Michigan Formation.zip,Michigan Formation/MICH_BLForm6_pouch_NMC_45C_0-100_1-1C_f_cycle_data.csv,MICH_BLForm6_pouch_NMC_45C_0-100_1-1C_f_cycle_data.csv,Michigan Formation,MICH_BLForm6,NMC,pouch,45.0,0-100,1.0,1.0,Ah,513,512,1,0,1.0,513.0,2.477,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.16148566814695,0.0,0.0,53.0,324.0,53.0,394.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_f162682cdb0d,Michigan Formation.zip,Michigan Formation/MICH_BLForm7_pouch_NMC_45C_0-100_1-1C_g_cycle_data.csv,MICH_BLForm7_pouch_NMC_45C_0-100_1-1C_g_cycle_data.csv,Michigan Formation,MICH_BLForm7,NMC,pouch,45.0,0-100,1.0,1.0,Ah,506,505,1,0,1.0,506.0,2.488,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.44212218649517,0.0,0.0,53.0,323.0,53.0,355.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_61bce64247fc,Michigan Formation.zip,Michigan Formation/MICH_BLForm8_pouch_NMC_45C_0-100_1-1C_h_cycle_data.csv,MICH_BLForm8_pouch_NMC_45C_0-100_1-1C_h_cycle_data.csv,Michigan Formation,MICH_BLForm8,NMC,pouch,45.0,0-100,1.0,1.0,Ah,520,519,1,0,1.0,520.0,2.5,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.44,0.0,0.0,53.0,327.0,53.0,354.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_5be473069fdd,Michigan Formation.zip,Michigan Formation/MICH_BLForm9_pouch_NMC_45C_0-100_1-1C_i_cycle_data.csv,MICH_BLForm9_pouch_NMC_45C_0-100_1-1C_i_cycle_data.csv,Michigan Formation,MICH_BLForm9,NMC,pouch,45.0,0-100,1.0,1.0,Ah,641,640,1,0,1.0,641.0,2.315,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.43196544276458,0.0,0.0,53.0,209.0,53.0,234.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_533b69f91c61,Michigan Formation.zip,Michigan Formation/MICH_MCForm21_pouch_NMC_25C_0-100_1-1C_a_cycle_data.csv,MICH_MCForm21_pouch_NMC_25C_0-100_1-1C_a_cycle_data.csv,Michigan Formation,MICH_MCForm21,NMC,pouch,25.0,0-100,1.0,1.0,Ah,506,505,1,0,1.0,506.0,2.392,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.59197324414717,0.0,0.0,53.0,377.0,53.0,435.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_aa3f5f6ead2f,Michigan Formation.zip,Michigan Formation/MICH_MCForm22_pouch_NMC_25C_0-100_1-1C_b_cycle_data.csv,MICH_MCForm22_pouch_NMC_25C_0-100_1-1C_b_cycle_data.csv,Michigan Formation,MICH_MCForm22,NMC,pouch,25.0,0-100,1.0,1.0,Ah,522,521,1,0,1.0,522.0,2.389,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.97195479280035,0.0,0.0,53.0,315.0,53.0,357.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_f07935751d98,Michigan Formation.zip,Michigan Formation/MICH_MCForm23_pouch_NMC_25C_0-100_1-1C_c_cycle_data.csv,MICH_MCForm23_pouch_NMC_25C_0-100_1-1C_c_cycle_data.csv,Michigan Formation,MICH_MCForm23,NMC,pouch,25.0,0-100,1.0,1.0,Ah,576,576,0,0,1.0,576.0,2.384,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.43288590604027,14.890939597315436,3.859060402684564,53.0,404.0,53.0,460.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_7de958951b3f,Michigan Formation.zip,Michigan Formation/MICH_MCForm24_pouch_NMC_25C_0-100_1-1C_d_cycle_data.csv,MICH_MCForm24_pouch_NMC_25C_0-100_1-1C_d_cycle_data.csv,Michigan Formation,MICH_MCForm24,NMC,pouch,25.0,0-100,1.0,1.0,Ah,506,505,1,0,1.0,506.0,2.377,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.73453933529662,0.0,0.0,53.0,343.0,53.0,395.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_023350d59d57,Michigan Formation.zip,Michigan Formation/MICH_MCForm25_pouch_NMC_25C_0-100_1-1C_e_cycle_data.csv,MICH_MCForm25_pouch_NMC_25C_0-100_1-1C_e_cycle_data.csv,Michigan Formation,MICH_MCForm25,NMC,pouch,25.0,0-100,1.0,1.0,Ah,629,628,1,0,1.0,629.0,2.377,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.90281867900717,0.0,0.0,53.0,430.0,53.0,486.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_40b3a4d39296,Michigan Formation.zip,Michigan Formation/MICH_MCForm26_pouch_NMC_25C_0-100_1-1C_f_cycle_data.csv,MICH_MCForm26_pouch_NMC_25C_0-100_1-1C_f_cycle_data.csv,Michigan Formation,MICH_MCForm26,NMC,pouch,25.0,0-100,1.0,1.0,Ah,627,627,0,0,1.0,627.0,2.379,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.39596469104666,23.413198823034893,3.909205548549811,53.0,436.0,53.0,496.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_47cc1adee146,Michigan Formation.zip,Michigan Formation/MICH_MCForm27_pouch_NMC_25C_0-100_1-1C_g_cycle_data.csv,MICH_MCForm27_pouch_NMC_25C_0-100_1-1C_g_cycle_data.csv,Michigan Formation,MICH_MCForm27,NMC,pouch,25.0,0-100,1.0,1.0,Ah,576,575,1,0,1.0,576.0,2.378,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.52312867956266,0.0,0.0,53.0,394.0,53.0,456.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_27d7054c5635,Michigan Formation.zip,Michigan Formation/MICH_MCForm28_pouch_NMC_25C_0-100_1-1C_h_cycle_data.csv,MICH_MCForm28_pouch_NMC_25C_0-100_1-1C_h_cycle_data.csv,Michigan Formation,MICH_MCForm28,NMC,pouch,25.0,0-100,1.0,1.0,Ah,629,629,0,0,1.0,629.0,2.371,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.53057781526782,26.86630113876002,3.88021931674399,53.0,397.0,53.0,465.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_478a84b6ec75,Michigan Formation.zip,Michigan Formation/MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i_cycle_data.csv,MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i_cycle_data.csv,Michigan Formation,MICH_MCForm29,NMC,pouch,25.0,0-100,1.0,1.0,Ah,590,589,1,0,1.0,590.0,2.366,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.70498732037194,0.0,0.0,53.0,376.0,53.0,434.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_f502c0245cf3,Michigan Formation.zip,Michigan Formation/MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j_cycle_data.csv,MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j_cycle_data.csv,Michigan Formation,MICH_MCForm30,NMC,pouch,25.0,0-100,1.0,1.0,Ah,576,576,0,0,1.0,576.0,2.371,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,102.65710670603121,16.912695065373264,4.301982285955293,53.0,395.0,53.0,452.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_35e135a1748e,Michigan Formation.zip,Michigan Formation/MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a_cycle_data.csv,MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a_cycle_data.csv,Michigan Formation,MICH_MCForm31,NMC,pouch,45.0,0-100,1.0,1.0,Ah,540,540,0,0,1.0,540.0,2.461,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.40633888663146,8.73628606257619,0.731409995936611,53.0,375.0,53.0,427.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_15b1eb8f09b5,Michigan Formation.zip,Michigan Formation/MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b_cycle_data.csv,MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b_cycle_data.csv,Michigan Formation,MICH_MCForm32,NMC,pouch,45.0,0-100,1.0,1.0,Ah,521,521,0,0,1.0,521.0,2.482,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.0,3.4246575342465753,0.765511684125705,53.0,379.0,53.0,469.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_79fbb9daaffb,Michigan Formation.zip,Michigan Formation/MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c_cycle_data.csv,MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c_cycle_data.csv,Michigan Formation,MICH_MCForm33,NMC,pouch,45.0,0-100,1.0,1.0,Ah,531,530,1,0,1.0,531.0,2.475,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.24242424242425,0.0,0.0,53.0,390.0,53.0,446.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_1729af0b5bfb,Michigan Formation.zip,Michigan Formation/MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d_cycle_data.csv,MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d_cycle_data.csv,Michigan Formation,MICH_MCForm34,NMC,pouch,45.0,0-100,1.0,1.0,Ah,614,613,1,0,1.0,614.0,2.472,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.36407766990291,0.0,0.0,53.0,442.0,53.0,543.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_b3d85f3a2b74,Michigan Formation.zip,Michigan Formation/MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e_cycle_data.csv,MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e_cycle_data.csv,Michigan Formation,MICH_MCForm35,NMC,pouch,45.0,0-100,1.0,1.0,Ah,471,470,1,0,1.0,471.0,2.454,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.8964955175224,0.0,0.0,53.0,348.0,53.0,432.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_37ae6dd5b1da,Michigan Formation.zip,Michigan Formation/MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f_cycle_data.csv,MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f_cycle_data.csv,Michigan Formation,MICH_MCForm36,NMC,pouch,45.0,0-100,1.0,1.0,Ah,573,573,0,0,1.0,573.0,2.461,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.56887444128404,9.14262494920764,0.7720438845997563,53.0,383.0,53.0,457.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_37f760dfd71e,Michigan Formation.zip,Michigan Formation/MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g_cycle_data.csv,MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g_cycle_data.csv,Michigan Formation,MICH_MCForm37,NMC,pouch,45.0,0-100,1.0,1.0,Ah,573,573,0,0,1.0,573.0,2.474,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.0,15.359741309620048,0.7275666936135812,53.0,401.0,53.0,460.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_c98eb1d5f629,Michigan Formation.zip,Michigan Formation/MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h_cycle_data.csv,MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h_cycle_data.csv,Michigan Formation,MICH_MCForm38,NMC,pouch,45.0,0-100,1.0,1.0,Ah,531,531,0,0,1.0,531.0,2.479,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.44372730939897,17.749092375958046,0.8067769261799113,53.0,372.0,53.0,420.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_3eebbcfb0c18,Michigan Formation.zip,Michigan Formation/MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i_cycle_data.csv,MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i_cycle_data.csv,Michigan Formation,MICH_MCForm39,NMC,pouch,45.0,0-100,1.0,1.0,Ah,573,573,0,0,1.0,573.0,2.474,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.44462409054162,31.64915117219078,0.7679870654810023,53.0,394.0,53.0,452.0,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_af419b88f097,Michigan Formation.zip,Michigan Formation/MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j_cycle_data.csv,MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j_cycle_data.csv,Michigan Formation,MICH_MCForm40,NMC,pouch,45.0,0-100,1.0,1.0,Ah,569,568,1,0,1.0,569.0,2.484,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,100.0402576489533,0.0,0.0,53.0,390.0,53.0,445.0,True,True,False,False,False,False,False,has_warnings,1 warning rows;80pct threshold reached
ba_1f0c3df1c627,Oxford.zip,Oxford/OX_1-1_pouch_LCO_40C_0-100_2-1.84C_a_cycle_data.csv,OX_1-1_pouch_LCO_40C_0-100_2-1.84C_a_cycle_data.csv,Oxford,OX_1-1,LCO,pouch,40.0,0-100,2.0,1.84,Ah,78,78,0,0,1.0,8200.0,0.728,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,101.78571428571428,77.06043956043958,76.92307692307693,6400.0,6400.0,,,True,False,False,True,False,False,False,analysis_candidate,80pct threshold reached
ba_dc760856cf40,Oxford.zip,Oxford/OX_1-2_pouch_LCO_40C_0-100_2-1.84C_b_cycle_data.csv,OX_1-2_pouch_LCO_40C_0-100_2-1.84C_b_cycle_data.csv,Oxford,OX_1-2,LCO,pouch,40.0,0-100,2.0,1.84,Ah,73,73,0,0,1.0,7700.0,0.722,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,101.8005540166205,75.4847645429363,69.39058171745152,5000.0,5800.0,7400.0,,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_199726435fe3,Oxford.zip,Oxford/OX_1-3_pouch_LCO_40C_0-100_2-1.84C_c_cycle_data.csv,OX_1-3_pouch_LCO_40C_0-100_2-1.84C_c_cycle_data.csv,Oxford,OX_1-3,LCO,pouch,40.0,0-100,2.0,1.84,Ah,76,76,0,0,1.0,8100.0,0.724,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,101.79558011049723,78.1767955801105,78.1767955801105,7000.0,7200.0,,,True,False,False,True,False,False,False,analysis_candidate,80pct threshold reached
ba_01c0f8e541db,Oxford.zip,Oxford/OX_1-4_pouch_LCO_40C_0-100_2-1.84C_d_cycle_data.csv,OX_1-4_pouch_LCO_40C_0-100_2-1.84C_d_cycle_data.csv,Oxford,OX_1-4,LCO,pouch,40.0,0-100,2.0,1.84,Ah,47,47,0,0,1.0,5100.0,0.721,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,101.80305131761442,80.58252427184466,80.58252427184466,,,,,False,False,True,True,False,False,False,analysis_candidate,no strong quality warning
ba_6ea1531d6de9,Oxford.zip,Oxford/OX_1-5_pouch_LCO_40C_0-100_2-1.84C_e_cycle_data.csv,OX_1-5_pouch_LCO_40C_0-100_2-1.84C_e_cycle_data.csv,Oxford,OX_1-5,LCO,pouch,40.0,0-100,2.0,1.84,Ah,46,46,0,0,1.0,5000.0,0.723,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,101.93637621023512,63.07053941908715,63.07053941908715,5000.0,,5000.0,,True,True,False,False,False,False,False,analysis_candidate,80pct threshold reached
ba_c09d00f5d0a8,Oxford.zip,Oxford/OX_1-6_pouch_LCO_40C_0-100_2-1.84C_f_cycle_data.csv,OX_1-6_pouch_LCO_40C_0-100_2-1.84C_f_cycle_data.csv,Oxford,OX_1-6,LCO,pouch,40.0,0-100,2.0,1.84,Ah,46,46,0,0,1.0,5000.0,0.718,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,101.81058495821726,80.50139275766016,80.50139275766016,,,,,False,False,True,True,False,False,False,analysis_candidate,no strong quality warning
ba_d14cb8d010c5,Oxford.zip,Oxford/OX_1-7_pouch_LCO_40C_0-100_2-1.84C_g_cycle_data.csv,OX_1-7_pouch_LCO_40C_0-100_2-1.84C_g_cycle_data.csv,Oxford,OX_1-7,LCO,pouch,40.0,0-100,2.0,1.84,Ah,77,77,0,0,1.0,8100.0,0.716,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,101.67597765363128,81.28491620111731,81.28491620111731,,,,,False,False,True,True,False,False,False,analysis_candidate,no strong quality warning
ba_1105b33626f6,Oxford.zip,Oxford/OX_1-8_pouch_LCO_40C_0-100_2-1.84C_h_cycle_data.csv,OX_1-8_pouch_LCO_40C_0-100_2-1.84C_h_cycle_data.csv,Oxford,OX_1-8,LCO,pouch,40.0,0-100,2.0,1.84,Ah,76,76,0,0,1.0,8100.0,0.713,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,101.96353436185133,78.40112201963535,78.2608695652174,7300.0,7300.0,,,True,False,False,True,False,False,False,analysis_candidate,80pct threshold reached
ba_17a8926dc0c5,SNL LFP.zip,SNL LFP/SNL_18650_LFP_15C_0-100_0.5-1C_a_cycle_data.csv,SNL_18650_LFP_15C_0-100_0.5-1C_a_cycle_data.csv,SNL LFP,unknown,LFP,18650,15.0,0-100,0.5,1.0,Ah,4550,4531,19,0,1.0,4551.0,1.033,5,first_5_valid_discharge_capacity_median_by_cycle_index,valid,99.70958373668927,0.0,0.0,506.0,,506.0,,True,True,False,False,False,False,False,has_warnings,19 warning rows;80pct threshold reached
