case_study_version,source_artifact,source_sha256,split_id,split_type,validation_type,claim_scope,feature_set,weighting_policy,model_name,model_type,train_rows,validation_rows,test_rows,train_assets,validation_assets,test_assets,train_positives,validation_positives,test_positives,train_positive_assets,test_positive_assets,train_date_start,train_date_end,test_date_start,test_date_end,asset_overlap_count,temporal_overlap,sample_overlap_count,leakage_status,feasibility_status,primary_evidence,original_numeric_feature_count,original_categorical_feature_count,retained_numeric_feature_count,retained_categorical_feature_count,removed_all_missing_count,removed_high_missing_count,removed_constant_count,near_constant_retained_count,training_subsample_status,fit_train_rows,fit_train_assets,fit_train_positives,test_set_subsampled,true_negative,false_positive,false_negative,true_positive,balanced_accuracy,mcc,f1,precision,recall,specificity,negative_predictive_value,accuracy,threshold,threshold_policy,predicted_positive_rate,test_prevalence,average_precision,average_precision_status,roc_auc,roc_auc_status,brier_score,log_loss,log_loss_status,status,invalid_reason
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,25,0,25,0,0,0,0,3,not_subsampled,3917624,23244,3834,False,0,973895,0,963,0.5,,0.0019737226397054377,0.0009878361771663154,1.0,0.0,,0.0009878361771663154,0.5,fixed_default_0_5,1.0,0.0009878361771663154,0.0009878361771663154,valid,0.5,valid,0.6336623865045733,1.5902352714700891,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,250000,22556,3834,False,860891,113004,388,575,0.7405296884729338,0.04710282411816631,0.010039985332890994,0.005062555578055803,0.5970924195223261,0.8839669574235416,0.9995495071864053,0.8836835723766948,0.5,fixed_default_0_5,0.11650825043237066,0.0009878361771663154,0.031337263562725995,valid,0.8343135192166587,valid,0.13220025897319895,0.48496343411187876,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,120000,21844,3834,False,948625,25270,305,658,0.8286670282661378,0.1283375510808126,0.048938306496597375,0.025377969762419007,0.6832814122533749,0.9740526442789007,0.9996785853540303,0.9737654099366266,0.5,fixed_default_0_5,0.026596694082625365,0.0009878361771663154,0.07266810279092037,valid,0.9280444220679915,valid,0.03833253658790348,0.17102042525370334,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_only_conservative,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,200000,22411,3834,False,911890,62005,216,747,0.8560169534098866,0.09114512490657539,0.023448167621439222,0.011904003059663437,0.7757009345794392,0.936332972240334,0.9997631854192386,0.9361742941023206,0.5,fixed_default_0_5,0.06437040061219172,0.0009878361771663154,0.046791090077177855,valid,0.9305692832045127,valid,0.0866658214369548,0.321969422020341,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_only_conservative,raw_row,dummy_prior,dummy_prior,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,25,0,25,0,0,0,0,3,not_subsampled,3917624,23244,3834,False,0,973895,0,963,0.5,,0.0019737226397054377,0.0009878361771663154,1.0,0.0,,0.0009878361771663154,0.5,fixed_default_0_5,1.0,0.0009878361771663154,0.0009878361771663154,valid,0.5,valid,0.25000000001022565,0.6931471805803964,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_only_conservative,raw_row,logistic_regression,logistic_regression,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,250000,22556,3834,False,789779,184116,336,627,0.7310195807984892,0.037035554343757264,0.006752608962553714,0.0033939039638849647,0.6510903426791277,0.8109488189178505,0.9995747454484474,0.8107909049317952,0.5,fixed_default_0_5,0.1895076000812426,0.0009878361771663154,0.032643804333433626,valid,0.8318092586833921,valid,0.13849129359589255,0.4883935230447296,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_only_conservative,raw_row,random_forest,random_forest,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,120000,21844,3834,False,926860,47035,266,697,0.8377420468921678,0.09833545739882747,0.028627169113872065,0.01460236319450264,0.7237798546209762,0.9517042391633594,0.9997130918559074,0.9514790872106502,0.5,fixed_default_0_5,0.04896302846158107,0.0009878361771663154,0.059464902516956665,valid,0.9287639685495572,valid,0.0647812615932033,0.23809090582612383,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_only_conservative,raw_row,hist_gradient_boosting,hist_gradient_boosting,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,200000,22411,3834,False,887539,86356,193,770,0.855456940716746,0.078283706603339,0.017482319018265618,0.008837775176181622,0.7995846313603323,0.9113292500731598,0.9997825920435447,0.9112188646961916,0.5,fixed_default_0_5,0.08937301637776988,0.0009878361771663154,0.048784972106154234,valid,0.9315026199221434,valid,0.10371866811824075,0.3624011450432277,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,dummy_prior,dummy_prior,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,32,1,32,1,0,0,0,3,not_subsampled,3917624,23244,3834,False,0,973895,0,963,0.5,,0.0019737226397054377,0.0009878361771663154,1.0,0.0,,0.0009878361771663154,0.5,fixed_default_0_5,1.0,0.0009878361771663154,0.0009878361771663154,valid,0.5,valid,0.6336623865045733,1.5902352714700891,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,logistic_regression,logistic_regression,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,250000,22556,3834,False,805934,167961,274,689,0.7715046656413227,0.045098259364264766,0.008124377258818604,0.0040853839312185,0.715472481827622,0.8275368494550234,0.9996601373342859,0.8274261482185098,0.5,fixed_default_0_5,0.1729995548069565,0.0009878361771663154,0.031321199937925474,valid,0.8686520767949503,valid,0.1227926767927276,0.43803415063753537,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,random_forest,random_forest,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,120000,21844,3834,False,947250,26645,252,711,0.8554792723869702,0.13523749715326092,0.05021363748719941,0.025990641906711506,0.7383177570093458,0.9726407877645947,0.9997340375007124,0.9724093149976715,0.5,fixed_default_0_5,0.02806152280639847,0.0009878361771663154,0.07536732186974551,valid,0.9358166216730534,valid,0.04299053140613291,0.1835989260066808,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,200000,22411,3834,False,919223,54672,226,737,0.8545896249847332,0.09622130730371073,0.02614773291705102,0.013301088270858524,0.7653167185877466,0.9438625313817198,0.9997542006136284,0.9436861573685603,0.5,fixed_default_0_5,0.05683802153749572,0.0009878361771663154,0.046201738004477244,valid,0.9304185108434286,valid,0.08522565921729278,0.31876545623345554,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,dummy_prior,dummy_prior,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,32,1,32,1,0,0,0,3,not_subsampled,3917624,23244,3834,False,0,973895,0,963,0.5,,0.0019737226397054377,0.0009878361771663154,1.0,0.0,,0.0009878361771663154,0.5,fixed_default_0_5,1.0,0.0009878361771663154,0.0009878361771663154,valid,0.5,valid,0.25000000001022565,0.6931471805803964,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,logistic_regression,logistic_regression,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,250000,22556,3834,False,816058,157837,264,699,0.7818944592192902,0.04799445322064038,0.008764945234766362,0.004409093202805672,0.7258566978193146,0.837932220619266,0.99967659820512,0.8378215083632693,0.5,fixed_default_0_5,0.16262471047065316,0.0009878361771663154,0.03358108972656066,valid,0.8733710144015656,valid,0.12232831838046632,0.43175104646435103,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,random_forest,random_forest,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,120000,21844,3834,False,929530,44365,235,728,0.8552083660040903,0.10625300750088908,0.031613687684557926,0.01614441265828399,0.7559709241952233,0.9544458078129573,0.9997472479605062,0.9542497471426608,0.5,fixed_default_0_5,0.046255967535784696,0.0009878361771663154,0.07728376231372744,valid,0.9323488461724256,valid,0.06647956129011705,0.24881933941197712,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,asset_disjoint_stratified_80_20,asset_disjoint,primary_asset_disjoint,unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,3917624,0,974858,23244,0,5812,3834,0,963,565,141,2013-04-10,2013-12-30,2013-04-10,2013-12-30,0,overlap_allowed_or_reference,0,asset_overlap_0,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,200000,22411,3834,False,909895,64000,215,748,0.8555119264836384,0.08970016871152041,0.022766355709089803,0.011552480385494533,0.7767393561786086,0.9342844967886682,0.9997637648196371,0.9341288679992368,0.5,fixed_default_0_5,0.06641787829612107,0.0009878361771663154,0.04655442877627306,valid,0.9331162153116133,valid,0.10090200166631559,0.3558544438221079,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,not_subsampled,4252306,28055,4057,False,0,639436,0,740,0.5,,0.0023091949647067633,0.0011559321186673664,1.0,0.0,,0.0011559321186673664,0.5,fixed_default_0_5,1.0,0.0011559321186673664,0.0011559321186673664,valid,0.5,valid,0.6483491345892275,1.6363992754855996,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,250000,27377,4057,False,572494,66942,261,479,0.7713040824997299,0.06006461346952886,0.014054958113877435,0.007104611322881595,0.6472972972972973,0.8953108677021625,0.9995443077755759,0.8950241808502661,0.5,fixed_default_0_5,0.1053163505036115,0.0011559321186673664,0.05726884833733351,valid,0.8545157108891399,valid,0.12596262019785562,0.46863592568645934,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,random_forest,random_forest,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,120000,26221,4057,False,621540,17896,167,573,0.8731685803181621,0.15150776727871587,0.05965953459315946,0.031024960745032217,0.7743243243243243,0.972012836312,0.9997313847198117,0.9717843218115019,0.5,fixed_default_0_5,0.028849878783334584,0.0011559321186673664,0.08967359879752516,valid,0.9385220546129927,valid,0.04267351441573716,0.18118110527236803,valid,valid,
