case_study_version,source_artifact,source_sha256,split_id,split_type,validation_type,claim_scope,feature_set,weighting_policy,model_name,model_type,train_rows,validation_rows,test_rows,train_assets,validation_assets,test_assets,train_positives,validation_positives,test_positives,train_positive_assets,test_positive_assets,train_date_start,train_date_end,test_date_start,test_date_end,asset_overlap_count,temporal_overlap,sample_overlap_count,leakage_status,feasibility_status,primary_evidence,original_numeric_feature_count,original_categorical_feature_count,retained_numeric_feature_count,retained_categorical_feature_count,removed_all_missing_count,removed_high_missing_count,removed_constant_count,near_constant_retained_count,training_subsample_status,fit_train_rows,fit_train_assets,fit_train_positives,test_set_subsampled,true_negative,false_positive,false_negative,true_positive,balanced_accuracy,mcc,f1,precision,recall,specificity,negative_predictive_value,accuracy,threshold,threshold_policy,predicted_positive_rate,test_prevalence,average_precision,average_precision_status,roc_auc,roc_auc_status,brier_score,log_loss,log_loss_status,status,invalid_reason
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,200000,27131,4057,False,585598,53838,108,632,0.8849289906324543,0.09375760261717099,0.022894403187828292,0.011602717091977235,0.8540540540540541,0.9158039272108546,0.9998156071476133,0.915732548549149,0.5,fixed_default_0_5,0.08508597635650196,0.0011559321186673664,0.05741503201803866,valid,0.9476523589284679,valid,0.08417888492818301,0.3120636519804343,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,dummy_prior,dummy_prior,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,not_subsampled,4252306,28055,4057,False,639436,0,740,0,0.5,,,,0.0,1.0,0.9988440678813326,0.9988440678813326,0.5,fixed_default_0_5,0.0,0.0011559321186673664,0.0011559321186673664,valid,0.5,valid,0.24999999997694475,0.693147180513835,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,logistic_regression,logistic_regression,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,250000,27377,4057,False,472275,167161,191,549,0.7402362267559097,0.037129417445662866,0.006518254674977738,0.0032735078409158666,0.7418918918918919,0.7385805616199276,0.9995957381060224,0.7385843892929445,0.5,fixed_default_0_5,0.2619748319212217,0.0011559321186673664,0.061198847238863416,valid,0.8515448252708511,valid,0.1574256606668087,0.5310124684951132,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,random_forest,random_forest,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,120000,26221,4057,False,598019,41417,141,599,0.8723441586952556,0.10218164880337653,0.028019459257180277,0.014256473724295506,0.8094594594594594,0.9352288579310517,0.9997642771164905,0.935083477043813,0.5,fixed_default_0_5,0.0656319512134163,0.0011559321186673664,0.07308187402212753,valid,0.9408917167798041,valid,0.07978717899603686,0.27644067038286585,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_only_conservative,raw_row,hist_gradient_boosting,hist_gradient_boosting,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,200000,27131,4057,False,569838,69598,93,647,0.8827407658066238,0.0832204903147297,0.01822920335282102,0.009210619972951811,0.8743243243243243,0.8911572072889233,0.9998368223521795,0.8911377496188548,0.5,fixed_default_0_5,0.10972763739971508,0.0011559321186673664,0.10128285965773813,valid,0.9463102143814912,valid,0.1136374793823026,0.38405897771730546,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,dummy_prior,dummy_prior,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,not_subsampled,4252306,28055,4057,False,0,639436,0,740,0.5,,0.0023091949647067633,0.0011559321186673664,1.0,0.0,,0.0011559321186673664,0.5,fixed_default_0_5,1.0,0.0011559321186673664,0.0011559321186673664,valid,0.5,valid,0.6483491345892275,1.6363992754855996,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,logistic_regression,logistic_regression,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,250000,27377,4057,False,610205,29231,309,431,0.7683593548571436,0.08675871426779745,0.028353397802776133,0.01453037556469557,0.5824324324324325,0.9542862772818547,0.9994938691004629,0.9538564394791432,0.5,fixed_default_0_5,0.046334133113393815,0.0011559321186673664,0.05052398458660769,valid,0.8571412045040367,valid,0.0737900380510096,0.31650378225545545,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,random_forest,random_forest,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,120000,26221,4057,False,618648,20788,153,587,0.8803666719472211,0.1438859169179624,0.05308614062853267,0.027461988304093566,0.7932432432432432,0.9674901006511989,0.9997527476523147,0.9672886831121441,0.5,fixed_default_0_5,0.033389255454749946,0.0011559321186673664,0.10909631718330705,valid,0.944326801591876,valid,0.03981810532437101,0.1707705310112738,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,200000,27131,4057,False,602686,36750,130,610,0.8834259008318648,0.11115526144957177,0.032020997375328084,0.016327623126338328,0.8243243243243243,0.9425274773394053,0.9997843454719184,0.9423908425183075,0.5,fixed_default_0_5,0.05835895128839569,0.0011559321186673664,0.05696062736807217,valid,0.9461235243118808,valid,0.07557804293328259,0.29144687198796665,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,dummy_prior,dummy_prior,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,not_subsampled,4252306,28055,4057,False,639436,0,740,0,0.5,,,,0.0,1.0,0.9988440678813326,0.9988440678813326,0.5,fixed_default_0_5,0.0,0.0011559321186673664,0.0011559321186673664,valid,0.5,valid,0.24999999997694475,0.693147180513835,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,logistic_regression,logistic_regression,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,250000,27377,4057,False,524644,114792,193,547,0.779834243285003,0.04948173761972763,0.009424615994279758,0.004742541551426664,0.7391891891891892,0.8204792973808168,0.9996322667799716,0.8203853315338282,0.5,fixed_default_0_5,0.18016764139861538,0.0011559321186673664,0.05448057886867478,valid,0.8597356952909345,valid,0.13004274572783886,0.4515346832972367,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,random_forest,random_forest,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,120000,26221,4057,False,601528,37908,135,605,0.8791420369944256,0.10835925462298689,0.030825669375589126,0.015708981382909666,0.8175675675675675,0.9407165064212838,0.9997756219012969,0.940574154607483,0.5,fixed_default_0_5,0.0601600184949139,0.0011559321186673664,0.09981567616991582,valid,0.9401365982065613,valid,0.08294453484936708,0.2818396386796591,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,final_month_holdout,time_aware,primary_time_aware,future_known_population_prediction,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,4252306,0,640176,28055,0,27519,4057,0,740,616,131,2013-04-10,2013-11-30,2013-12-01,2013-12-30,26518,none,0,future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,200000,27131,4057,False,584638,54798,102,638,0.8882323831660435,0.09381208972239297,0.022714326402734263,0.01150876686629627,0.8621621621621621,0.9143026041699247,0.999825563498307,0.9142423333583265,0.5,fixed_default_0_5,0.08659493639249206,0.0011559321186673664,0.0980850825737316,valid,0.9462629049535712,valid,0.10939805691908606,0.3734714923692157,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,not_subsampled,3429778,22757,4018,False,0,127929,0,143,0.5,,0.0022306282416253943,0.0011165594353176338,1.0,0.0,,0.0011165594353176338,0.5,fixed_default_0_5,1.0,0.0011165594353176338,0.0011165594353176338,valid,0.5,valid,0.6487961592288983,1.6378065272560203,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,250000,22324,4018,False,106436,21493,40,103,0.776136233128002,0.04925988458381053,0.009476056856341139,0.00476940174106316,0.7202797202797203,0.8319927459762837,0.9996243284871709,0.8318680117433943,0.5,fixed_default_0_5,0.16862389905678057,0.0011165594353176338,0.06736604857153632,valid,0.8895809886242079,valid,0.1459095163104587,0.5200115597068085,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,random_forest,random_forest,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,120000,21596,4018,False,123449,4480,26,117,0.891581196672302,0.14059749302493105,0.049367088607594936,0.025451381335653687,0.8181818181818182,0.9649805751627856,0.9997894310589188,0.9648166656255857,0.5,fixed_default_0_5,0.03589387219688925,0.0011165594353176338,0.0760378860358868,valid,0.9637554637906396,valid,0.04859192398572965,0.197846922746299,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,200000,22166,4018,False,116527,11402,15,128,0.902988666079912,0.0940414814049466,0.021930951769039666,0.011101474414570685,0.8951048951048951,0.9108724370549289,0.9998712910367078,0.9108548316571928,0.5,fixed_default_0_5,0.09002748453994629,0.0011165594353176338,0.06909006734454047,valid,0.969818239979814,valid,0.09256337531568609,0.3358059778031445,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,raw_row,dummy_prior,dummy_prior,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,not_subsampled,3429778,22757,4018,False,0,127929,0,143,0.5,,0.0022306282416253943,0.0011165594353176338,1.0,0.0,,0.0011165594353176338,0.5,fixed_default_0_5,1.0,0.0011165594353176338,0.0011165594353176338,valid,0.5,valid,0.2500000000193554,0.6931471805986562,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,raw_row,logistic_regression,logistic_regression,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,250000,22324,4018,False,94040,33889,30,113,0.762652519177623,0.03972704698579219,0.006618831454092839,0.0033233339215340274,0.7902097902097902,0.7350952481454557,0.999681088551079,0.7351567868074208,0.5,fixed_default_0_5,0.2654912861515398,0.0011165594353176338,0.07147281139049914,valid,0.8799312413621914,valid,0.15842180382074092,0.5364780805848122,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,raw_row,random_forest,random_forest,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,120000,21596,4018,False,120361,7568,15,128,0.9179735405024432,0.11747050165701912,0.032657226687077434,0.016632016632016633,0.8951048951048951,0.9408421858999914,0.9998753904432778,0.9407911174964083,0.5,fixed_default_0_5,0.06009119870073084,0.0011165594353176338,0.11192704419679156,valid,0.9691863881883347,valid,0.07778458039073413,0.27547811143937173,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_only_conservative,raw_row,hist_gradient_boosting,hist_gradient_boosting,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,25,0,25,0,0,0,0,3,subsampled_training,200000,22166,4018,False,114517,13412,16,127,0.8916362425027388,0.0850759445891682,0.018564537348340886,0.00938030873772066,0.8881118881118881,0.8951605968935894,0.9998603022709612,0.8951527265912924,0.5,fixed_default_0_5,0.10571397338996814,0.0011165594353176338,0.07033040264980857,valid,0.9681975584468374,valid,0.10984726961773968,0.3760076695925572,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,dummy_prior,dummy_prior,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,not_subsampled,3429778,22757,4018,False,0,127929,0,143,0.5,,0.0022306282416253943,0.0011165594353176338,1.0,0.0,,0.0011165594353176338,0.5,fixed_default_0_5,1.0,0.0011165594353176338,0.0011165594353176338,valid,0.5,valid,0.6487961592288983,1.6378065272560203,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,logistic_regression,logistic_regression,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,250000,22324,4018,False,121316,6613,48,95,0.8063214642606337,0.09183716706348134,0.02773317763830098,0.014162194394752534,0.6643356643356644,0.948307264185603,0.9996044955670544,0.9479901930164283,0.5,fixed_default_0_5,0.052376788056718096,0.0011165594353176338,0.06357150306272183,valid,0.8996118749653914,valid,0.07789113014776264,0.3314898522440802,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,random_forest,random_forest,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,120000,21596,4018,False,123861,4068,23,120,0.9036809753574522,0.15160371831681366,0.055414453936735164,0.02865329512893983,0.8391608391608392,0.9682011115540652,0.9998143424493882,0.9680570304203885,0.5,fixed_default_0_5,0.03270035604972203,0.0011165594353176338,0.08536936713688811,valid,0.9688406981866634,valid,0.045453818534379006,0.1897848794188229,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,asset_balanced,hist_gradient_boosting,hist_gradient_boosting,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,200000,22166,4018,False,119854,8075,18,125,0.9055024621119877,0.1106395015555379,0.029965240321227375,0.01524390243902439,0.8741258741258742,0.9368790500981012,0.9998498398291511,0.9368089824473733,0.5,fixed_default_0_5,0.06402648510213005,0.0011165594353176338,0.06312688065714381,valid,0.9719290863206629,valid,0.08405040962504555,0.3127269412331875,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,dummy_prior,dummy_prior,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,not_subsampled,3429778,22757,4018,False,0,127929,0,143,0.5,,0.0022306282416253943,0.0011165594353176338,1.0,0.0,,0.0011165594353176338,0.5,fixed_default_0_5,1.0,0.0011165594353176338,0.0011165594353176338,valid,0.5,valid,0.2500000000193554,0.6931471805986562,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,logistic_regression,logistic_regression,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,250000,22324,4018,False,106678,21251,27,116,0.8225366157265883,0.05778264018376299,0.010785681078568109,0.005428932465952169,0.8111888111888111,0.8338844202643654,0.9997469659341174,0.8338590792679118,0.5,fixed_default_0_5,0.16683584233868448,0.0011165594353176338,0.06774371089177526,valid,0.8946726459448361,valid,0.12693298836744613,0.44697975524488937,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,random_forest,random_forest,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,120000,21596,4018,False,121514,6415,22,121,0.8980044219239398,0.1207986061174416,0.036232969007336434,0.018512851897184823,0.8461538461538461,0.9498549976940334,0.9998189836756187,0.9497392091948279,0.5,fixed_default_0_5,0.051033793491161224,0.0011165594353176338,0.10168717728900617,valid,0.9650521019444407,valid,0.08207393853113476,0.2791638626613786,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_asset_disjoint_future_holdout,combined_asset_time,primary_combined_asset_time,future_unseen_asset_generalization,smart_plus_safe_operational_metadata,raw_row,hist_gradient_boosting,hist_gradient_boosting,3429778,0,128072,22757,0,5504,4018,0,143,607,26,2013-04-10,2013-11-30,2013-12-01,2013-12-30,0,none,0,asset_overlap_0_and_future_dates_test_only,feasible,True,32,1,32,1,0,0,0,3,subsampled_training,200000,22166,4018,False,117609,10320,21,122,0.8862385533234207,0.09427298222549076,0.023051487954652807,0.011683585520015322,0.8531468531468531,0.9193302534999883,0.9998214741137464,0.9192563557998625,0.5,fixed_default_0_5,0.08153226310200512,0.0011165594353176338,0.06712500039349657,valid,0.9689033695318431,valid,0.10735499485078202,0.3697008192894535,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_only_conservative,asset_balanced,dummy_prior,dummy_prior,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,25,0,25,0,0,0,0,3,not_subsampled,3913985,29054,3838,False,0,977538,0,959,0.5,,0.0019582298745426034,0.0009800745428958904,1.0,0.0,,0.0009800745428958904,0.5,fixed_default_0_5,1.0,0.0009800745428958904,0.0009800745428958904,valid,0.5,valid,0.641382263632024,1.6142507446850625,valid,valid,
v1.5.4,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,stratified_random_row_reference_80_20,random_row_reference,optimistic_random_reference,optimistic_reference_only,smart_only_conservative,asset_balanced,logistic_regression,logistic_regression,3913985,0,978497,29054,0,28762,3838,0,959,704,540,2013-04-10,2013-12-30,2013-04-10,2013-12-30,28760,overlap_allowed_or_reference,0,same_asset_and_temporal_mixing_possible,feasible,False,25,0,25,0,0,0,0,3,subsampled_training,250000,27979,3838,False,861867,115671,378,581,0.7437552561101924,0.04714596765352709,0.00991374529694312,0.00499776347933799,0.6058394160583942,0.8816710961619907,0.9995616095193361,0.8814007605541969,0.5,fixed_default_0_5,0.1188067004804307,0.0009800745428958904,0.033751677291625995,valid,0.8410290858370201,valid,0.13248247112922165,0.48059420364875843,valid,valid,
